id;name;geometry;city;object
1;GKB1;MultiPolygon( ( ( ( ( 61.327512730469813, 55.121218995326615 ), ( 61.326998862036817, 55.122129924906915 ), ( 61.327007157295462, 55.124012220295434 ), ( 61.327743971264667, 55.125406161156647 ), ( 61.327384263361566, 55.132677563687274 ), ( 61.326391891095327, 55.134665631479685 ), ( 61.322412586272328, 55.136903916830747 ), ( 61.322785140886253, 55.13732983203181 ), ( 61.323671563933175, 55.137454668384649 ), ( 61.324159738944509, 55.137454668384649 ), ( 61.324557986980089, 55.13736654864671 ), ( 61.325174629099685, 55.137564817783513 ), ( 61.325585723846075, 55.137814488628898 ), ( 61.325932585038352, 55.13800541233924 ), ( 61.326934628482697, 55.1383652276186 ), ( 61.327230102831663, 55.138680981211948 ), ( 61.327795358107963, 55.138886586860089 ), ( 61.328925868660534, 55.139128906442792 ), ( 61.330306890074212, 55.140105512878023 ), ( 61.330364700272931, 55.140344153674477 ), ( 61.330242656520092, 55.140795731584404 ), ( 61.32963886111132, 55.14117020695128 ), ( 61.329202072943289, 55.141680515765017 ), ( 61.328945138726787, 55.144015370701425 ), ( 61.329202072943289, 55.145395660938682 ), ( 61.328713897931934, 55.145968320533953 ), ( 61.327845063847263, 55.146531432797246 ), ( 61.327710173383466, 55.146520420345631 ), ( 61.327498202654645, 55.146443333099228 ), ( 61.326817326980255, 55.146329537368054 ), ( 61.325995137486657, 55.14612029920891 ), ( 61.325847400312036, 55.146259791436918 ), ( 61.3245667438254, 55.148308986187729 ), ( 61.323588060312822, 55.149139824869636 ), ( 61.323241199120552, 55.150013412565613 ), ( 61.321828060929811, 55.15148525445224 ), ( 61.320800324063825, 55.152773530339999 ), ( 61.320607623401465, 55.153386456113864 ), ( 61.320687840071898, 55.153959097792402 ), ( 61.32128849907518, 55.155023325493524 ), ( 61.32204645501384, 55.155434367342188 ), ( 61.322272928476828, 55.155746989699949 ), ( 61.322354776073631, 55.156028902521896 ), ( 61.322256870088289, 55.156306656020568 ), ( 61.322012782582568, 55.156501161165288 ), ( 61.320918202674086, 55.156999117537516 ), ( 61.322430902874011, 55.156975263481819 ), ( 61.342255596179925, 55.156804292099409 ), ( 61.363927249390514, 55.156608130031422 ), ( 61.364745773174647, 55.156730535275031 ), ( 61.364702230455677, 55.159221455007099 ), ( 61.372348705505047, 55.159410017482408 ), ( 61.400818500882437, 55.160258940324681 ), ( 61.401237032968247, 55.160325629431156 ), ( 61.401596853826362, 55.156644223924296 ), ( 61.402217613474718, 55.156659132261851 ), ( 61.402239587267587, 55.156359395141934 ), ( 61.401964914856798, 55.156210310395338 ), ( 61.401953927960371, 55.155933717481645 ), ( 61.401772987509922, 55.155694002071733 ), ( 61.401322524756239, 55.155537068126129 ), ( 61.401366472341962, 55.155097649793653 ), ( 61.40191616050388, 55.155093530223802 ), ( 61.401938134296749, 55.154371618094061 ), ( 61.401892520400573, 55.154037775963211 ), ( 61.401525260235765, 55.153193152114589 ), ( 61.401341630153354, 55.152762964150156 ), ( 61.401341630153354, 55.152479667103549 ), ( 61.401396719178074, 55.152322278986112 ), ( 61.401353872158872, 55.151594788063782 ), ( 61.401794584356637, 55.151615773564671 ), ( 61.401770100345644, 55.15041258701963 ), ( 61.402459733321805, 55.150421914186659 ), ( 61.402418926636798, 55.149817975620259 ), ( 61.402904526188081, 55.149796989173659 ), ( 61.402488298001309, 55.148297595586847 ), ( 61.402790267470145, 55.14826961258926 ), ( 61.402602556719231, 55.146954389564335 ), ( 61.402034956321536, 55.146772406173 ), ( 61.401881139771504, 55.146211238994638 ), ( 61.401647668222331, 55.145413033761159 ), ( 61.401628441153576, 55.145218385422233 ), ( 61.401438917190134, 55.144951527285336 ), ( 61.401009415703321, 55.144673717852619 ), ( 61.401075446204239, 55.144634162499877 ), ( 61.401453310751329, 55.144635043947112 ), ( 61.401438940844621, 55.144164459981965 ), ( 61.400725992001888, 55.144140782960896 ), ( 61.402111864596534, 55.138210412829409 ), ( 61.402094673214286, 55.137978339912735 ), ( 61.402045383924559, 55.137101391931878 ), ( 61.40171822659336, 55.134672701093947 ), ( 61.401441184132942, 55.134463693109673 ), ( 61.401395874788939, 55.133803728408274 ), ( 61.401187663257879, 55.132661579756991 ), ( 61.400079493416271, 55.131825499134436 ), ( 61.400892015017099, 55.130001785947691 ), ( 61.402962204254855, 55.129554349081474 ), ( 61.401997188302545, 55.128634621086881 ), ( 61.403098281892312, 55.128299680680989 ), ( 61.358713200867484, 55.098306158905885 ), ( 61.35959962391528, 55.097938632012578 ), ( 61.36309071758533, 55.096150565466644 ), ( 61.354065903222001, 55.093974180258527 ), ( 61.354599844641186, 55.094038963543056 ), ( 61.35492020949269, 55.094103287267799 ), ( 61.355490282286276, 55.094191961947367 ), ( 61.355897362435933, 55.094242272105483 ), ( 61.356783384024006, 55.094317622360897 ), ( 61.357603566219019, 55.094335770724371 ), ( 61.358452252053716, 55.094307284681811 ), ( 61.359329040068367, 55.094244799098064 ), ( 61.360263638281786, 55.094125800547111 ), ( 61.361218309480876, 55.093943626403608 ), ( 61.362056958822734, 55.093746519018282 ), ( 61.36294699500786, 55.093459815632045 ), ( 61.363793673544066, 55.093090865781384 ), ( 61.364421957995972, 55.092764183806267 ), ( 61.365397103640461, 55.092197193563329 ), ( 61.367860460443552, 55.090765438491978 ), ( 61.373990750271261, 55.087106786524338 ), ( 61.377297172473028, 55.085124532265517 ), ( 61.378153084582564, 55.084677839405217 ), ( 61.379029069677827, 55.084278017490185 ), ( 61.380021478090008, 55.083945748650734 ), ( 61.380599178617899, 55.083796387622947 ), ( 61.381035966786378, 55.08369803882627 ), ( 61.381723566910928, 55.083578376967729 ), ( 61.383212380259089, 55.08343717206732 ), ( 61.384198967505412, 55.083413388930886 ), ( 61.38584988451634, 55.08341324240368 ), ( 61.388049769078862, 55.08355183645898 ), ( 61.38888480528329, 55.083610662151564 ), ( 61.390090790263159, 55.083725555832878 ), ( 61.39069458567252, 55.08387629584216 ), ( 61.391205242428306, 55.08413549379803 ), ( 61.392110935542355, 55.084556457111262 ), ( 61.394315752289828, 55.085515097204492 ), ( 61.394967722864806, 55.085854935574737 ), ( 61.39570319706025, 55.086299547337397 ), ( 61.396824875500251, 55.087185998827721 ), ( 61.397186189242532, 55.087644381665143 ), ( 61.39752702853945, 55.088218329308219 ), ( 61.397722940879724, 55.088705420125052 ), ( 61.397841271130339, 55.089219501284951 ), ( 61.397999446257508, 55.089993769709203 ), ( 61.39855506650121, 55.092738166297792 ), ( 61.398800358386247, 55.093449190567156 ), ( 61.399213861891305, 55.094303781356494 ), ( 61.400063350645418, 55.095649035651071 ), ( 61.401922912039169, 55.098597593844815 ), ( 61.402668021267722, 55.099409810371064 ), ( 61.406938631370068, 55.107433857453863 ), ( 61.408568812128067, 55.106901991012577 ), ( 61.409046742122818, 55.106675729582484 ), ( 61.412372252501306, 55.105807375619008 ), ( 61.414422081201778, 55.105418698307979 ), ( 61.415888059359311, 55.105090857068568 ), ( 61.416083849286991, 55.10422919605351 ), ( 61.416501351351386, 55.104188340657608 ), ( 61.416602980143374, 55.103397151966178 ), ( 61.416751303245199, 55.103188156111706 ), ( 61.417123484361802, 55.102771732541875 ), ( 61.423106450314613, 55.096007556655302 ), ( 61.444098031802596, 55.072273171919676 ), ( 61.463031201077726, 55.050858231201516 ), ( 61.465465485318269, 55.049117948373279 ), ( 61.443584394394463, 55.040001470112543 ), ( 61.442095669928037, 55.039504709579944 ), ( 61.439280621058053, 55.039327644930673 ), ( 61.438726126128785, 55.039150972978362 ), ( 61.438530422036116, 55.038818481333827 ), ( 61.438705182357474, 55.038218808953246 ), ( 61.439203712783041, 55.03769546548547 ), ( 61.440619649060615, 55.03706390279909 ), ( 61.440881274531868, 55.036593667417101 ), ( 61.437943653098571, 55.036696372017637 ), ( 61.426304753032269, 55.038623313355387 ), ( 61.397030424997197, 54.993278482756793 ), ( 61.395272521568202, 54.994160876348182 ), ( 61.393294880210576, 54.991160658971424 ), ( 61.391317238852956, 54.990933742651194 ), ( 61.388416698195115, 54.997060032964427 ), ( 61.388812226466648, 54.998471720350096 ), ( 61.390712959549255, 54.999616316571178 ), ( 61.392557384787658, 55.0123376083992 ), ( 61.38906973185172, 55.014405886637817 ), ( 61.385189297368406, 55.018368902626939 ), ( 61.38519616417868, 55.021358228358295 ), ( 61.381090841659059, 55.022781460382475 ), ( 61.378136053200102, 55.024569138259928 ), ( 61.373866270574489, 55.024560084934166 ), ( 61.369594771246341, 55.023971811187629 ), ( 61.366977486512177, 55.016866577476755 ), ( 61.364851522052717, 55.015671291156274 ), ( 61.363870941546239, 55.016008305662666 ), ( 61.36218582630611, 55.016005156007502 ), ( 61.358607531474654, 55.016683113577834 ), ( 61.357063872526069, 55.016635869519433 ), ( 61.359733688358837, 55.024865731953589 ), ( 61.353947027344738, 55.0287387646543 ), ( 61.348881381408901, 55.029226803197204 ), ( 61.338416362558142, 55.026175677581811 ), ( 61.32623189441594, 55.036304268243889 ), ( 61.339306987850122, 55.039772887256603 ), ( 61.333665216532708, 55.043049993942354 ), ( 61.328259663488538, 55.048677383031766 ), ( 61.322150949072785, 55.057802898963779 ), ( 61.325798598687946, 55.067542878628451 ), ( 61.325974389030868, 55.075997372967521 ), ( 61.319206460829236, 55.078060401003405 ), ( 61.314723807085294, 55.076248967448521 ), ( 61.312438532627603, 55.077959767957765 ), ( 61.309362201626861, 55.076701833527004 ), ( 61.307076927169177, 55.075947053881443 ), ( 61.254999038085195, 55.049344560178284 ), ( 61.256581151171289, 55.051459312392289 ), ( 61.257811683571596, 55.05337256340087 ), ( 61.256932731857091, 55.056947076890467 ), ( 61.254383771885045, 55.058709043570659 ), ( 61.2558779897997, 55.062987782656073 ), ( 61.259130111143328, 55.067165404188977 ), ( 61.263173289030028, 55.068876593132352 ), ( 61.26071222422943, 55.075871575133661 ), ( 61.27547861303298, 55.078286824430485 ), ( 61.284136287420779, 55.078060401003405 ), ( 61.288179465307472, 55.079016402310785 ), ( 61.289497892879211, 55.080777397543194 ), ( 61.299781627938835, 55.083896684508659 ), ( 61.309801677484117, 55.080475518152248 ), ( 61.313141693999214, 55.081833957469684 ), ( 61.312537414695484, 55.086361755329975 ), ( 61.319481133240025, 55.090738139350059 ), ( 61.324051682155407, 55.096874330892305 ), ( 61.326512746955991, 55.096622866140564 ), ( 61.328710126242235, 55.100671256364627 ), ( 61.325194319384245, 55.107912074563885 ), ( 61.32220588355495, 55.107912074563885 ), ( 61.321678512526255, 55.109772350725287 ), ( 61.323744049055321, 55.112763694282741 ), ( 61.326161166270197, 55.113945087605316 ), ( 61.327303803499035, 55.114045630104734 ), ( 61.328578283485065, 55.114322120673386 ), ( 61.329193549685215, 55.115402929080631 ), ( 61.329808815885357, 55.116634512316878 ), ( 61.327963017284915, 55.119751002310117 ), ( 61.327391698670489, 55.120680875609274 ), ( 61.327512730469813, 55.121218995326615 ) ) ) ) );Челябинск;hospital
2;GKB2;MultiPolygon(( ( ( ( 61.322373895594694, 55.156980768265164 ), ( 61.320877253783308, 55.157001869927647 ), ( 61.32041256416516, 55.157032834303443 ), ( 61.319814188462374, 55.157340871192275 ), ( 61.319065867556674, 55.157606932412982 ), ( 61.318118422633162, 55.157907166607352 ), ( 61.317023391081321, 55.158355578453708 ), ( 61.316478058244385, 55.158879758498955 ), ( 61.315797182570527, 55.15908526008235 ), ( 61.312372881762712, 55.160513320626748 ), ( 61.311679159378166, 55.161217864216361 ), ( 61.311660892961299, 55.161677003437532 ), ( 61.311583812696355, 55.162010919550809 ), ( 61.311391112033974, 55.162333824781314 ), ( 61.311447918583326, 55.162597559357771 ), ( 61.311660892961299, 55.163047509452277 ), ( 61.311961787016315, 55.163375451531401 ), ( 61.31248388537351, 55.163749256346463 ), ( 61.312869286698252, 55.163943725195814 ), ( 61.313473082107016, 55.164266614775528 ), ( 61.313715363043904, 55.16460830615658 ), ( 61.313652936058581, 55.164861018301167 ), ( 61.313402425197481, 55.165216922343909 ), ( 61.313169578563802, 55.165479032632732 ), ( 61.313131038431322, 55.165684500210865 ), ( 61.313567826599368, 55.167379567331096 ), ( 61.314685490441128, 55.168590285439869 ), ( 61.315469139801444, 55.169257999091002 ), ( 61.31713921220868, 55.17010913434504 ), ( 61.319808116382561, 55.171318852430041 ), ( 61.324458625701141, 55.172467087646154 ), ( 61.32695088760115, 55.172589979871248 ), ( 61.327576964023919, 55.172965761768786 ), ( 61.330770576043072, 55.17364349002392 ), ( 61.331332218181942, 55.174098130091856 ), ( 61.335908055993897, 55.174116700755938 ), ( 61.336030099746687, 55.173244558007667 ), ( 61.336217581432749, 55.172103682114624 ), ( 61.34008203263275, 55.17316247839647 ), ( 61.342116630459643, 55.173497215414876 ), ( 61.343418162850043, 55.17349744468585 ), ( 61.344529001876687, 55.173116165245155 ), ( 61.345219512583526, 55.17290798467274 ), ( 61.345820096314583, 55.172849748943548 ), ( 61.346645497485063, 55.172982269495144 ), ( 61.347493380399506, 55.173316090938854 ), ( 61.348238489627342, 55.173466493093372 ), ( 61.349275861526458, 55.173455488076918 ), ( 61.350335715169514, 55.173290412465512 ), ( 61.352047539386938, 55.172938248876356 ), ( 61.353926973034618, 55.173114445696434 ), ( 61.355406753537743, 55.173581930947464 ), ( 61.35666753776723, 55.174032330261795 ), ( 61.357231990124077, 55.174304928850731 ), ( 61.357399398824519, 55.174342299243705 ), ( 61.358784033375557, 55.174444093265215 ), ( 61.35946410612982, 55.174668314314594 ), ( 61.359870383359628, 55.174949849796974 ), ( 61.360352135015553, 55.175036969494492 ), ( 61.361747608978831, 55.175038803591335 ), ( 61.365355928881606, 55.174444322530739 ), ( 61.367218701951103, 55.174330606670516 ), ( 61.369743080628076, 55.174468395403089 ), ( 61.371336875689707, 55.174487195159948 ), ( 61.372838335017299, 55.174234085494291 ), ( 61.375277780963444, 55.173761677012813 ), ( 61.375928213483192, 55.173430716621169 ), ( 61.376024680508806, 55.173189792220569 ), ( 61.377365140222999, 55.172828813986889 ), ( 61.379273063615877, 55.172417364707343 ), ( 61.379614297721417, 55.172224949297558 ), ( 61.380326461938537, 55.171962946265992 ), ( 61.381380940115932, 55.171869512834263 ), ( 61.383151901929509, 55.171904049309788 ), ( 61.385677322271803, 55.171589930740389 ), ( 61.38979372863362, 55.171157396931868 ), ( 61.39587907018246, 55.17005096067146 ), ( 61.39934050580684, 55.168616202509611 ), ( 61.399933798214128, 55.168627184303503 ), ( 61.399988732696279, 55.168114174416026 ), ( 61.400650693206252, 55.168134569430521 ), ( 61.400579278379453, 55.168638166094368 ), ( 61.401046908158811, 55.168642872575234 ), ( 61.402943521155251, 55.168971540448815 ), ( 61.40578157383964, 55.169633966628332 ), ( 61.407059487230811, 55.17006891069137 ), ( 61.40772282110283, 55.17039913556652 ), ( 61.408520744456162, 55.17143999274878 ), ( 61.408496023939186, 55.171934919825482 ), ( 61.408677307730301, 55.172653376723339 ), ( 61.408291392993149, 55.173767116187356 ), ( 61.40907420936388, 55.175036113788472 ), ( 61.409703209184563, 55.175643147798979 ), ( 61.411624542697965, 55.175367081798264 ), ( 61.411723424765853, 55.174625144946674 ), ( 61.420099559932609, 55.174825139855095 ), ( 61.420456634066632, 55.174631419312007 ), ( 61.420934564061383, 55.174551421080267 ), ( 61.421292324876426, 55.174612596213095 ), ( 61.421525796425591, 55.174679261315049 ), ( 61.421763388060924, 55.174726318966954 ), ( 61.422032567023479, 55.174794552463517 ), ( 61.422425348570897, 55.174851021475796 ), ( 61.422752208739723, 55.174569852059641 ), ( 61.423458116835427, 55.174042408962514 ), ( 61.424161600087778, 55.173541662438772 ), ( 61.424696867948271, 55.173129501700664 ), ( 61.425110249926497, 55.17273223903009 ), ( 61.425637620955193, 55.172117317237408 ), ( 61.426558460212341, 55.170957646182195 ), ( 61.426896307277609, 55.170536634494916 ), ( 61.427219734041302, 55.170120912956072 ), ( 61.427554147701429, 55.169667536222754 ), ( 61.427718264466868, 55.16938515364469 ), ( 61.427952422697054, 55.168914511569788 ), ( 61.428091132264505, 55.16839444561527 ), ( 61.428158427005144, 55.167987330428275 ), ( 61.428187267608287, 55.167432344936643 ), ( 61.42811722614352, 55.166816556940084 ), ( 61.428001863730998, 55.166304308213839 ), ( 61.427821953301944, 55.165719293291843 ), ( 61.427492346409011, 55.164789292130521 ), ( 61.427407197961664, 55.164475102947669 ), ( 61.427104393088548, 55.163385387129424 ), ( 61.427047377103541, 55.162940992619141 ), ( 61.427083084516944, 55.162508716662551 ), ( 61.427162739516071, 55.162198039941217 ), ( 61.427289088825027, 55.161804198800347 ), ( 61.427546615669918, 55.161306363224789 ), ( 61.427738886357446, 55.161056873072354 ), ( 61.401264843549967, 55.16034681300642 ), ( 61.400826741054757, 55.160271493576786 ), ( 61.372337718608627, 55.159447678028506 ), ( 61.372329478436285, 55.15885138187241 ), ( 61.372002618267452, 55.158837258960631 ), ( 61.372041072404976, 55.158369630835338 ), ( 61.372145447921071, 55.158375123143799 ), ( 61.372200382403221, 55.157792934238024 ), ( 61.372483294986324, 55.157799211252673 ), ( 61.372513508951506, 55.157455543246812 ), ( 61.364674358347834, 55.15721073683391 ), ( 61.364718305933565, 55.156739951047442 ), ( 61.3639217559423, 55.156620684432667 ), ( 61.322373895594694, 55.156980768265164 ) ) ) ));Челябинск;hospital
3;GKB5;MultiPolygon(( ( ( ( 61.372422644966463, 55.175639876421691 ), ( 61.372513955568948, 55.178190115845979 ), ( 61.372173517732122, 55.178301986748515 ), ( 61.3714251968266, 55.178483547053098 ), ( 61.370773226252268, 55.178595417131966 ), ( 61.370346073117368, 55.178648601157683 ), ( 61.369276584441259, 55.178710954752638 ), ( 61.344498490938982, 55.178616507357546 ), ( 61.34452739603833, 55.180813497543419 ), ( 61.344296155243484, 55.181591034333337 ), ( 61.344122724647363, 55.181652466428304 ), ( 61.34366345473542, 55.182306208079964 ), ( 61.343650608024582, 55.182790318407996 ), ( 61.34464221351633, 55.188962209554937 ), ( 61.354593521649853, 55.189002642286539 ), ( 61.356930017183387, 55.188985224467764 ), ( 61.357463155683142, 55.188932054237029 ), ( 61.358376877991461, 55.18877437658378 ), ( 61.358868264680993, 55.188659784874439 ), ( 61.359723373871098, 55.188395764321513 ), ( 61.371354464695536, 55.183761368688792 ), ( 61.371486143481626, 55.183725611612104 ), ( 61.371649939044794, 55.183694438749832 ), ( 61.37180731125256, 55.183683436557331 ), ( 61.37238220156253, 55.183688937653962 ), ( 61.387043510305787, 55.183937403060071 ), ( 61.385972415789702, 55.196342199998526 ), ( 61.385918620188086, 55.197077272893281 ), ( 61.390003071314965, 55.197832495751975 ), ( 61.39431555155921, 55.198584954769487 ), ( 61.395137741052793, 55.198687603375078 ), ( 61.396051463361097, 55.198776504185744 ), ( 61.39679978426738, 55.198824162270576 ), ( 61.398066791123725, 55.19886632129807 ), ( 61.39983963721928, 55.198934142248667 ), ( 61.401142775449834, 55.198978134154864 ), ( 61.402060518805364, 55.198942576202072 ), ( 61.401339175822727, 55.202574907076468 ), ( 61.400550161941553, 55.203706322173034 ), ( 61.398332860158703, 55.206138303890683 ), ( 61.397515050150481, 55.206462009173322 ), ( 61.396656925564393, 55.207625354655022 ), ( 61.396265298236514, 55.209311159390971 ), ( 61.396559018732425, 55.209568295846047 ), ( 61.396633888662755, 55.21007434868293 ), ( 61.396276816687326, 55.210982105914184 ), ( 61.396069484572578, 55.211317272582157 ), ( 61.394977157167446, 55.212369576978865 ), ( 61.393690077325424, 55.213287130007814 ), ( 61.392281756649872, 55.214074110711806 ), ( 61.391716501373011, 55.214497827871 ), ( 61.390793144031583, 55.215647338352532 ), ( 61.390276063920389, 55.217091336646561 ), ( 61.390106647921208, 55.21781091147794 ), ( 61.390065699030437, 55.218376118994378 ), ( 61.390193363219382, 55.218889562299879 ), ( 61.390803581984173, 55.219783148543748 ), ( 61.390880662249224, 55.220507712713456 ), ( 61.391712888235652, 55.220285352609451 ), ( 61.394358507748748, 55.219790247687797 ), ( 61.394509456601092, 55.219765057170939 ), ( 61.394860332390842, 55.219726584350788 ), ( 61.395336463611265, 55.219686737462141 ), ( 61.396596244192786, 55.219619867881171 ), ( 61.401718468679498, 55.219550937133839 ), ( 61.4067451457544, 55.219500784787506 ), ( 61.411410910546685, 55.219460479659702 ), ( 61.412940472055766, 55.219418342436981 ), ( 61.413742990023401, 55.219423151578781 ), ( 61.415653135341046, 55.219452922443701 ), ( 61.416791675088994, 55.219459105620544 ), ( 61.42047868109934, 55.219492998572825 ), ( 61.421794666040761, 55.219494372610832 ), ( 61.424224300227905, 55.219476510113161 ), ( 61.425891963878477, 55.219463685750924 ), ( 61.426571233714014, 55.219385823462865 ), ( 61.42690886133321, 55.219317121317467 ), ( 61.427389408610466, 55.219192541124585 ), ( 61.427977547091011, 55.219005899113121 ), ( 61.429149809454934, 55.218599176801824 ), ( 61.430443312652393, 55.218148937683651 ), ( 61.43271958922891, 55.217374404555386 ), ( 61.434408931704034, 55.216799105851848 ), ( 61.435746595469993, 55.216417095589442 ), ( 61.436388931011862, 55.216265023337478 ), ( 61.436877106023687, 55.216182574283238 ), ( 61.437657543707061, 55.216085467400305 ), ( 61.438778100455274, 55.216027585460608 ), ( 61.441720717469146, 55.215965457623284 ), ( 61.441990498396734, 55.21595446434317 ), ( 61.442111939960107, 55.215933622907947 ), ( 61.442206684452529, 55.215854379549164 ), ( 61.442229969115928, 55.215801703240686 ), ( 61.442246830423919, 55.215726582123665 ), ( 61.442197049419413, 55.21334049676981 ), ( 61.442127998348667, 55.212985480484754 ), ( 61.436053109961414, 55.197160448928194 ), ( 61.436037051572868, 55.196905650167821 ), ( 61.436085226738506, 55.196672388722313 ), ( 61.44379204886183, 55.184619758110138 ), ( 61.427011032830421, 55.181104484665582 ), ( 61.428160968411937, 55.179293036302617 ), ( 61.420493999584863, 55.177570606870255 ), ( 61.421208143535701, 55.176313063047246 ), ( 61.421979879740647, 55.175278714819115 ), ( 61.422394543970164, 55.174861021280826 ), ( 61.422037471994742, 55.174808398162391 ), ( 61.421755269949657, 55.174736041261106 ), ( 61.421513382482424, 55.174689995891889 ), ( 61.42128013385333, 55.174622572219583 ), ( 61.420934580328726, 55.174566659819448 ), ( 61.420488240359447, 55.174643950469495 ), ( 61.420131168384025, 55.174834709730298 ), ( 61.411804768247492, 55.174642305989138 ), ( 61.411655028386832, 55.17538560419441 ), ( 61.409656577169571, 55.175675026294797 ), ( 61.409005784698223, 55.175040268256637 ), ( 61.408228289267875, 55.173786344756003 ), ( 61.408619916595754, 55.172660657862195 ), ( 61.408447139833456, 55.171946089205399 ), ( 61.40847593596051, 55.171449419440364 ), ( 61.40767540362851, 55.170419878961255 ), ( 61.40701021309367, 55.17007038832886 ), ( 61.40579069711309, 55.16965921895639 ), ( 61.402952838792302, 55.168985714360836 ), ( 61.401025657989479, 55.16864186498637 ), ( 61.400562040343964, 55.168645154365414 ), ( 61.400631151048891, 55.168142686854381 ), ( 61.399995476544262, 55.168121305117687 ), ( 61.399932844967928, 55.168638575453649 ), ( 61.399341804460242, 55.168625006444707 ), ( 61.395922984276197, 55.170069874369794 ), ( 61.389796608246328, 55.17117713241695 ), ( 61.383140383478683, 55.171918850647273 ), ( 61.381380940115932, 55.171876091212852 ), ( 61.380328981599654, 55.171965413152307 ), ( 61.379623656462719, 55.172227210595153 ), ( 61.379277742986531, 55.172420653851567 ), ( 61.377360820803929, 55.172843614981005 ), ( 61.376046277604104, 55.173197192651308 ), ( 61.375952690191191, 55.173432566745312 ), ( 61.37529073922061, 55.173772366370066 ), ( 61.372542860668325, 55.174291860668234 ), ( 61.372422644966463, 55.175639876421691 ) ) ) ) );Челябинск;hospital
