REGION;CITY;addr:street;addr:housenumber;SEX;count;;;
Челябинская;Челябинск;Станиславского;47;женский;94;;;
Челябинская;Челябинск;Станиславского;48;мужской;66;;;
Челябинская;Челябинск;Станиславского;49;женский;97;;;
Челябинская;Челябинск;Станиславского;5;мужской;65;;;
Челябинская;Челябинск;Станиславского;51;женский;188;;;
Челябинская;Челябинск;Станиславского;6;мужской;153;;;
Челябинская;Челябинск;Станиславского;7;женский;1;;;
Челябинская;Челябинск;Станиславского;9;мужской;1;;;
Челябинская;Челябинск;Станкостроитель 1;10230;женский;2;;;
Челябинская;Челябинск;Станкостроитель 1;11;женский;1;;;
Челябинская;Челябинск;Станкостроитель 1;124;мужской;1;;;
Челябинская;Челябинск;Станкостроитель 1;125;мужской;1;;;
Челябинская;Челябинск;Станкостроитель 1;1280;женский;1;;;
Челябинская;Челябинск;Станкостроитель 1;147А;женский;102;;;
Челябинская;Челябинск;Станкостроитель 1;147Б;мужской;100;;;
Челябинская;Челябинск;Станкостроитель 1;19;женский;65;;;
Челябинская;Челябинск;Станкостроитель 1;1А;мужской;49;;;
Челябинская;Челябинск;Станкостроитель 1;2;женский;48;;;
Челябинская;Челябинск;Станкостроитель 1;225;мужской;37;;;
Челябинская;Челябинск;Станкостроитель 1;2А;мужской;1;;;
Челябинская;Челябинск;Станкостроитель 1;30;женский;85;;;
Челябинская;Челябинск;Станкостроитель 1;34;мужской;56;;;
Челябинская;Челябинск;Станкостроитель 1;363;женский;73;;;
Челябинская;Челябинск;Станкостроитель 1;367;мужской;58;;;
Челябинская;Челябинск;Станкостроитель 1;374;женский;64;;;
Челябинская;Челябинск;Станкостроитель 1;412;мужской;42;;;
Челябинская;Челябинск;Станкостроитель 1;416;женский;52;;;
Челябинская;Челябинск;Станкостроитель 1;44;мужской;41;;;
Челябинская;Челябинск;Станкостроитель 1;450;женский;69;;;
Челябинская;Челябинск;Станкостроитель 1;471;мужской;45;;;
Челябинская;Челябинск;Станкостроитель 1;472;мужской;1;;;
Челябинская;Челябинск;Станкостроитель 1;6;женский;40;;;
Челябинская;Челябинск;Станкостроитель 1;700;мужской;27;;;
Челябинская;Челябинск;Станкостроитель 1;853;женский;24;;;
Челябинская;Челябинск;Станкостроитель 1;889;мужской;9;;;
Челябинская;Челябинск;Станкостроитель 1;942;женский;40;;;
Челябинская;Челябинск;Станкостроитель 1;955;мужской;27;;;
Челябинская;Челябинск;Станкостроитель 1;97;женский;40;;;
Челябинская;Челябинск;Станкостроитель 1;NAN;мужской;18;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;1062;женский;42;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;1064;мужской;20;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;12;женский;33;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;131;мужской;12;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;264;женский;1;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;274;женский;14;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;36;мужской;4;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;372;женский;1;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;52;женский;39;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;570;мужской;15;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;595;мужской;1;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;7;женский;64;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;746;мужской;47;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;776;женский;1;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;80;женский;87;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;81;мужской;43;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;879;женский;1;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;9;женский;120;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;97;мужской;61;;;
Челябинская;Челябинск;Станкостроитель 2 сад Станкомаш;NAN;женский;1;;;
Челябинская;Челябинск;Станционная;1;женский;79;;;
Челябинская;Челябинск;Станционная;10;мужской;46;;;
Челябинская;Челябинск;Станционная;16;мужской;1;;;
Челябинская;Челябинск;Станционная;16А;женский;30;;;
Челябинская;Челябинск;Станционная;17;мужской;17;;;
Челябинская;Челябинск;Станционная;18;женский;78;;;
Челябинская;Челябинск;Станционная;20;мужской;40;;;
Челябинская;Челябинск;Станционная;22;мужской;1;;;
Челябинская;Челябинск;Станционная;24;женский;1;;;
Челябинская;Челябинск;Станционная;3;женский;7;;;
Челябинская;Челябинск;Станционная;39;мужской;4;;;
Челябинская;Челябинск;Станционная;5;женский;1;;;
Челябинская;Челябинск;Станционная;51;женский;93;;;
Челябинская;Челябинск;Станционная;6;мужской;39;;;
Челябинская;Челябинск;Станционная;7;мужской;1;;;
Челябинская;Челябинск;Станционная;9;женский;1;;;
Челябинская;Челябинск;Станционная (АМЗ);1;женский;1;;;
Челябинская;Челябинск;Станционная (АМЗ);11;мужской;1;;;
Челябинская;Челябинск;Станционная (АМЗ);16;женский;2;;;
Челябинская;Челябинск;Станционная (АМЗ);16А;женский;1;;;
Челябинская;Челябинск;Станционная (АМЗ);3;женский;1;;;
Челябинская;Челябинск;Станционная (АМЗ);5;женский;2;;;
Челябинская;Челябинск;Станционная (АМЗ);7;мужской;1;;;
Челябинская;Челябинск;Станционная (АМЗ);9;женский;2;;;
Челябинская;Челябинск;Станционная (АМЗ);NAN;мужской;2;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);10;женский;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);16;мужской;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);16А;женский;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);18;мужской;3;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);2;женский;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);20;женский;2;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);22;мужской;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);23;женский;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);5;женский;3;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);6;женский;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);7;женский;1;;;
Челябинская;Челябинск;Станционная (Новосинеглазово);8;мужской;2;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;1;женский;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;14В;мужской;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;16;женский;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;180;мужской;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;2;женский;2;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;24А;мужской;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;26;женский;2;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;29А;мужской;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;30;женский;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;4;мужской;2;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;43;женский;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;5;мужской;1;;;
Челябинская;Челябинск;Старо-Смолинский каменный карьер;8;женский;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;1;мужской;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;14А;женский;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;17А;мужской;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;2;женский;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;21;мужской;3;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;22;женский;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;24;мужской;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;25А;женский;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;26;женский;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;28;мужской;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;29А;женский;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;30;женский;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;33;мужской;3;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;4;женский;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;4;мужской;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;43;мужской;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;5;женский;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;6;мужской;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;6Б;женский;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;7;мужской;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;73;мужской;1;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;79А;женский;4;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;8;женский;2;;;
Челябинская;Челябинск;Старосмолинские Каменные Карьеры;NAN;мужской;2;;;
Челябинская;Челябинск;Стартовая;10;женский;3;;;
Челябинская;Челябинск;Стартовая;12;мужской;2;;;
Челябинская;Челябинск;Стартовая;13;женский;1;;;
Челябинская;Челябинск;Стартовая;14;женский;1;;;
Челябинская;Челябинск;Стартовая;15;женский;1;;;
Челябинская;Челябинск;Стартовая;16;женский;2;;;
Челябинская;Челябинск;Стартовая;18;мужской;1;;;
Челябинская;Челябинск;Стартовая;19;женский;1;;;
Челябинская;Челябинск;Стартовая;2;мужской;2;;;
Челябинская;Челябинск;Стартовая;20;женский;1;;;
Челябинская;Челябинск;Стартовая;21;мужской;1;;;
Челябинская;Челябинск;Стартовая;22;женский;1;;;
Челябинская;Челябинск;Стартовая;23;мужской;2;;;
Челябинская;Челябинск;Стартовая;24;женский;1;;;
Челябинская;Челябинск;Стартовая;24А;мужской;1;;;
Челябинская;Челябинск;Стартовая;26;женский;2;;;
Челябинская;Челябинск;Стартовая;30;мужской;3;;;
Челябинская;Челябинск;Стартовая;31;женский;1;;;
Челябинская;Челябинск;Стартовая;32;женский;1;;;
Челябинская;Челябинск;Стартовая;33;мужской;2;;;
Челябинская;Челябинск;Стартовая;35;мужской;1;;;
Челябинская;Челябинск;Стартовая;36;мужской;2;;;
Челябинская;Челябинск;Стартовая;38;женский;1;;;
Челябинская;Челябинск;Стартовая;39;мужской;1;;;
Челябинская;Челябинск;Стартовая;4;мужской;1;;;
Челябинская;Челябинск;Стартовая;40;женский;1;;;
Челябинская;Челябинск;Стартовая;42;мужской;1;;;
Челябинская;Челябинск;Стартовая;45;женский;2;;;
Челябинская;Челябинск;Стартовая;46;мужской;2;;;
Челябинская;Челябинск;Стартовая;47;женский;3;;;
Челябинская;Челябинск;Стартовая;48;мужской;2;;;
Челябинская;Челябинск;Стартовая;49;женский;2;;;
Челябинская;Челябинск;Стартовая;50;мужской;1;;;
Челябинская;Челябинск;Стартовая;51;женский;3;;;
Челябинская;Челябинск;Стартовая;51Б;мужской;2;;;
Челябинская;Челябинск;Стартовая;51В;женский;1;;;
Челябинская;Челябинск;Стартовая;57;женский;2;;;
Челябинская;Челябинск;Стартовая;59;мужской;1;;;
Челябинская;Челябинск;Стартовая;8;женский;2;;;
Челябинская;Челябинск;Стартовая;85;мужской;2;;;
Челябинская;Челябинск;Стахановцев;10;женский;1;;;
Челябинская;Челябинск;Стахановцев;108;мужской;1;;;
Челябинская;Челябинск;Стахановцев;11;женский;1;;;
Челябинская;Челябинск;Стахановцев;110;мужской;2;;;
Челябинская;Челябинск;Стахановцев;114;мужской;1;;;
Челябинская;Челябинск;Стахановцев;114А;женский;2;;;
Челябинская;Челябинск;Стахановцев;116;мужской;2;;;
Челябинская;Челябинск;Стахановцев;116А;женский;1;;;
Челябинская;Челябинск;Стахановцев;118;мужской;2;;;
Челябинская;Челябинск;Стахановцев;118А;женский;1;;;
Челябинская;Челябинск;Стахановцев;119;мужской;1;;;
Челябинская;Челябинск;Стахановцев;11Б;женский;1;;;
Челябинская;Челябинск;Стахановцев;120;мужской;1;;;
Челябинская;Челябинск;Стахановцев;120А;мужской;1;;;
Челябинская;Челябинск;Стахановцев;120Б;женский;1;;;
Челябинская;Челябинск;Стахановцев;121;мужской;2;;;
Челябинская;Челябинск;Стахановцев;122;женский;1;;;
Челябинская;Челябинск;Стахановцев;123;женский;1;;;
Челябинская;Челябинск;Стахановцев;124;мужской;2;;;
Челябинская;Челябинск;Стахановцев;125;мужской;1;;;
Челябинская;Челябинск;Стахановцев;126;женский;1;;;
Челябинская;Челябинск;Стахановцев;127;женский;1;;;
Челябинская;Челябинск;Стахановцев;129;мужской;1;;;
Челябинская;Челябинск;Стахановцев;13;женский;1;;;
Челябинская;Челябинск;Стахановцев;131;мужской;2;;;
Челябинская;Челябинск;Стахановцев;133;женский;2;;;
Челябинская;Челябинск;Стахановцев;135;мужской;2;;;
Челябинская;Челябинск;Стахановцев;137;женский;1;;;
Челябинская;Челябинск;Стахановцев;139;мужской;3;;;
Челябинская;Челябинск;Стахановцев;14;женский;1;;;
Челябинская;Челябинск;Стахановцев;15;мужской;1;;;
Челябинская;Челябинск;Стахановцев;16;мужской;1;;;
Челябинская;Челябинск;Стахановцев;17;мужской;1;;;
Челябинская;Челябинск;Стахановцев;1А;женский;1;;;
Челябинская;Челябинск;Стахановцев;21;мужской;1;;;
Челябинская;Челябинск;Стахановцев;21;женский;1;;;
Челябинская;Челябинск;Стахановцев;22;мужской;2;;;
Челябинская;Челябинск;Стахановцев;23;женский;1;;;
Челябинская;Челябинск;Стахановцев;24;мужской;1;;;
Челябинская;Челябинск;Стахановцев;26;женский;1;;;
Челябинская;Челябинск;Стахановцев;27;мужской;1;;;
Челябинская;Челябинск;Стахановцев;28;женский;2;;;
Челябинская;Челябинск;Стахановцев;29;женский;2;;;
Челябинская;Челябинск;Стахановцев;3;мужской;2;;;
Челябинская;Челябинск;Стахановцев;30;женский;1;;;
Челябинская;Челябинск;Стахановцев;31;женский;188;;;
Челябинская;Челябинск;Стахановцев;32;мужской;146;;;
Челябинская;Челябинск;Стахановцев;33;женский;117;;;
Челябинская;Челябинск;Стахановцев;36;мужской;86;;;
Челябинская;Челябинск;Стахановцев;37;женский;105;;;
Челябинская;Челябинск;Стахановцев;38;мужской;85;;;
Челябинская;Челябинск;Стахановцев;40;женский;1;;;
Челябинская;Челябинск;Стахановцев;41;мужской;1;;;
Челябинская;Челябинск;Стахановцев;42;женский;229;;;
Челябинская;Челябинск;Стахановцев;43;мужской;175;;;
Челябинская;Челябинск;Стахановцев;44;женский;113;;;
Челябинская;Челябинск;Стахановцев;48;мужской;89;;;
Челябинская;Челябинск;Стахановцев;49;женский;139;;;
Челябинская;Челябинск;Стахановцев;50;мужской;104;;;
Челябинская;Челябинск;Стахановцев;51;женский;256;;;
Челябинская;Челябинск;Стахановцев;56;мужской;215;;;
Челябинская;Челябинск;Стахановцев;5А;женский;47;;;
Челябинская;Челябинск;Стахановцев;6;мужской;37;;;
Челябинская;Челябинск;Стахановцев;6;женский;1;;;
Челябинская;Челябинск;Стахановцев;60;женский;99;;;
Челябинская;Челябинск;Стахановцев;61;мужской;72;;;
Челябинская;Челябинск;Стахановцев;63;женский;181;;;
Челябинская;Челябинск;Стахановцев;66;мужской;129;;;
Челябинская;Челябинск;Стахановцев;67;мужской;1;;;
Челябинская;Челябинск;Стахановцев;68;женский;150;;;
Челябинская;Челябинск;Стахановцев;68А;мужской;104;;;
Челябинская;Челябинск;Стахановцев;69;женский;1;;;
Челябинская;Челябинск;Стахановцев;70;женский;84;;;
Челябинская;Челябинск;Стахановцев;72;мужской;69;;;
Челябинская;Челябинск;Стахановцев;7А;женский;5;;;
Челябинская;Челябинск;Стахановцев;8;мужской;5;;;
Челябинская;Челябинск;Стахановцев;8;женский;35;;;
Челябинская;Челябинск;Степная;1;мужской;16;;;
Челябинская;Челябинск;Степная;10;мужской;1;;;
Челябинская;Челябинск;Степная;11;женский;1;;;
Челябинская;Челябинск;Степная;12;женский;21;;;
Челябинская;Челябинск;Степная;14;мужской;18;;;
Челябинская;Челябинск;Степная;15;женский;96;;;
Челябинская;Челябинск;Степная;17;мужской;70;;;
Челябинская;Челябинск;Степная;18;мужской;1;;;
Челябинская;Челябинск;Степная;19;женский;246;;;
Челябинская;Челябинск;Степная;20;мужской;171;;;
Челябинская;Челябинск;Степная;22;женский;136;;;
Челябинская;Челябинск;Степная;23;мужской;94;;;
Челябинская;Челябинск;Степная;24;женский;107;;;
Челябинская;Челябинск;Степная;25;мужской;82;;;
Челябинская;Челябинск;Степная;26;женский;59;;;
Челябинская;Челябинск;Степная;28;мужской;36;;;
Челябинская;Челябинск;Степная;3;женский;95;;;
Челябинская;Челябинск;Степная;32;мужской;72;;;
Челябинская;Челябинск;Степная;34;женский;91;;;
Челябинская;Челябинск;Степная;4А;мужской;65;;;
Челябинская;Челябинск;Степная;4Б;женский;81;;;
Челябинская;Челябинск;Степная;5;мужской;71;;;
Челябинская;Челябинск;Степная;7;женский;107;;;
Челябинская;Челябинск;Степная;8А;мужской;87;;;
Челябинская;Челябинск;Степная;9;мужской;1;;;
Челябинская;Челябинск;Степная (Сосновка);1;женский;1;;;
Челябинская;Челябинск;Степная (Сосновка);2;мужской;1;;;
Челябинская;Челябинск;Степная (Сосновка);3;женский;1;;;
Челябинская;Челябинск;Степная (Сосновка);5;мужской;1;;;
Челябинская;Челябинск;Степная (Сосновка);5Б;мужской;1;;;
Челябинская;Челябинск;Степная (Сосновка);6;женский;1;;;
Челябинская;Челябинск;Степная (Сосновка);8;женский;1;;;
Челябинская;Челябинск;Степная (Сосновка);8А;мужской;1;;;
Челябинская;Челябинск;Степная (Сосновка);9;женский;2;;;
Челябинская;Челябинск;Степная (Шершни);1;мужской;2;;;
Челябинская;Челябинск;Степная (Шершни);10;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);11А;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);12;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);14;мужской;3;;;
Челябинская;Челябинск;Степная (Шершни);15;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);16;женский;2;;;
Челябинская;Челябинск;Степная (Шершни);16А;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);17;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);17А;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);18А;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);19;женский;6;;;
Челябинская;Челябинск;Степная (Шершни);19А;мужской;7;;;
Челябинская;Челябинск;Степная (Шершни);1А;женский;2;;;
Челябинская;Челябинск;Степная (Шершни);1Б;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);1Г;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);1Д;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);2;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);20;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);22;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);24;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);26;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);28;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);30;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);30А;мужской;3;;;
Челябинская;Челябинск;Степная (Шершни);32;мужской;2;;;
Челябинская;Челябинск;Степная (Шершни);34;женский;2;;;
Челябинская;Челябинск;Степная (Шершни);4;мужской;1;;;
Челябинская;Челябинск;Степная (Шершни);4А;женский;2;;;
Челябинская;Челябинск;Степная (Шершни);5;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);6;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);66;женский;1;;;
Челябинская;Челябинск;Степная (Шершни);8;мужской;5;;;
Челябинская;Челябинск;Столбовая;11;мужской;1;;;
Челябинская;Челябинск;Столбовая;15;мужской;1;;;
Челябинская;Челябинск;Столбовая;19;мужской;1;;;
Челябинская;Челябинск;Столбовая;20;женский;1;;;
Челябинская;Челябинск;Столбовая;20А;мужской;3;;;
Челябинская;Челябинск;Столбовая;21;женский;3;;;
Челябинская;Челябинск;Столбовая;22А;мужской;1;;;
Челябинская;Челябинск;Столбовая;23;женский;1;;;
Челябинская;Челябинск;Столбовая;24;женский;3;;;
Челябинская;Челябинск;Столбовая;26;женский;2;;;
Челябинская;Челябинск;Столбовая;27;мужской;2;;;
Челябинская;Челябинск;Столбовая;9;женский;1;;;
Челябинская;Челябинск;Столбовая;9;мужской;1;;;
Челябинская;Челябинск;Стрелковая;15;женский;2;;;
Челябинская;Челябинск;Стрелковая;16;мужской;3;;;
Челябинская;Челябинск;Стрелковая;16А;женский;1;;;
Челябинская;Челябинск;Стрелковая;18;мужской;1;;;
Челябинская;Челябинск;Стрелковая;24;женский;4;;;
Челябинская;Челябинск;Стрелковая;24А;мужской;1;;;
Челябинская;Челябинск;Стрелковая;29;женский;2;;;
Челябинская;Челябинск;Стрелковая;29А;женский;1;;;
Челябинская;Челябинск;Стрелковая;32;мужской;2;;;
Челябинская;Челябинск;Стрелковая;32А;женский;1;;;
Челябинская;Челябинск;Стрелковая;32Б;женский;2;;;
Челябинская;Челябинск;Стрелковая;34;женский;1;;;
Челябинская;Челябинск;Стрелковая;35;мужской;1;;;
Челябинская;Челябинск;Стрелковая;37;женский;1;;;
Челябинская;Челябинск;Стрелковая;38;женский;2;;;
Челябинская;Челябинск;Стрелковая;4;мужской;3;;;
Челябинская;Челябинск;Стрелковая;40;женский;1;;;
Челябинская;Челябинск;Стрелковая;41;женский;1;;;
Челябинская;Челябинск;Стрелковая;43;мужской;1;;;
Челябинская;Челябинск;Стрелковая;46;женский;3;;;
Челябинская;Челябинск;Стрелковая;4А;мужской;2;;;
Челябинская;Челябинск;Стрелковая;5;мужской;1;;;
Челябинская;Челябинск;Стрелковая;9;женский;1;;;
Челябинская;Челябинск;Строителей;48;мужской;1;;;
Челябинская;Челябинск;Строителей;5;женский;1;;;
Челябинская;Челябинск;Строителей;6;женский;2;;;
Челябинская;Челябинск;Строитель;0;мужской;1;;;
Челябинская;Челябинск;Строитель;10;женский;4;;;
Челябинская;Челябинск;Строитель;133;мужской;1;;;
Челябинская;Челябинск;Строитель;142;женский;1;;;
Челябинская;Челябинск;Строитель;169;мужской;1;;;
Челябинская;Челябинск;Строитель;184;женский;1;;;
Челябинская;Челябинск;Строитель;248;мужской;1;;;
Челябинская;Челябинск;Строитель;321;женский;2;;;
Челябинская;Челябинск;Строитель;327;мужской;3;;;
Челябинская;Челябинск;Строитель;334;мужской;2;;;
Челябинская;Челябинск;Строитель;336;женский;1;;;
Челябинская;Челябинск;Строитель;409;женский;2;;;
Челябинская;Челябинск;Строитель;436;мужской;1;;;
Челябинская;Челябинск;Строитель;444;женский;1;;;
Челябинская;Челябинск;Строитель;451;женский;1;;;
Челябинская;Челябинск;Строитель;464;женский;1;;;
Челябинская;Челябинск;Строитель;481;мужской;1;;;
Челябинская;Челябинск;Строитель;5;женский;1;;;
Челябинская;Челябинск;Строитель;71;женский;2;;;
Челябинская;Челябинск;Строитель;83;мужской;2;;;
Челябинская;Челябинск;Строитель;8Я;женский;1;;;
Челябинская;Челябинск;Строитель;NAN;мужской;1;;;
Челябинская;Челябинск;Строитель 2;22;женский;1;;;
Челябинская;Челябинск;Строитель 2;339А;мужской;1;;;
Челябинская;Челябинск;Строитель 2;570;женский;2;;;
Челябинская;Челябинск;Строитель 2;608;мужской;1;;;
Челябинская;Челябинск;Строитель 2;NAN;мужской;1;;;
Челябинская;Челябинск;Строительная;128;женский;1;;;
Челябинская;Челябинск;Суворова;1;мужской;2;;;
Челябинская;Челябинск;Суворова;10;женский;3;;;
Челябинская;Челябинск;Суворова;101;мужской;2;;;
Челябинская;Челябинск;Суворова;11;женский;2;;;
Челябинская;Челябинск;Суворова;16;женский;1;;;
Челябинская;Челябинск;Суворова;16А;мужской;1;;;
Челябинская;Челябинск;Суворова;17;женский;1;;;
Челябинская;Челябинск;Суворова;19;женский;1;;;
Челябинская;Челябинск;Суворова;19А;мужской;1;;;
Челябинская;Челябинск;Суворова;2;женский;1;;;
Челябинская;Челябинск;Суворова;20;мужской;1;;;
Челябинская;Челябинск;Суворова;22;женский;1;;;
Челябинская;Челябинск;Суворова;22;женский;1;;;
Челябинская;Челябинск;Суворова;4;женский;347;;;
Челябинская;Челябинск;Суворова;4А;мужской;234;;;
Челябинская;Челябинск;Суворова;5;мужской;1;;;
Челябинская;Челябинск;Суворова;5;женский;52;;;
Челябинская;Челябинск;Суворова;5А;мужской;37;;;
Челябинская;Челябинск;Суворова;6;мужской;1;;;
Челябинская;Челябинск;Суворова;8;женский;221;;;
Челябинская;Челябинск;Суворова;9;мужской;177;;;
Челябинская;Челябинск;Суворова;9А;женский;1;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);1;мужской;1;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);11;женский;13;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);120;мужской;12;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);3;женский;13;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);5;мужской;7;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);6;женский;29;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);7;мужской;28;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);8;женский;27;;;
Челябинская;Челябинск;Суворова (Новосинеглазово);9;мужской;17;;;
Челябинская;Челябинск;Сулимова;1;женский;28;;;
Челябинская;Челябинск;Сулимова;100;мужской;19;;;
Челябинская;Челябинск;Сулимова;11А;женский;27;;;
Челябинская;Челябинск;Сулимова;11Б;мужской;29;;;
Челябинская;Челябинск;Сулимова;11Г;женский;69;;;
Челябинская;Челябинск;Сулимова;12;мужской;49;;;
Челябинская;Челябинск;Сулимова;13;женский;30;;;
Челябинская;Челябинск;Сулимова;14;мужской;22;;;
Челябинская;Челябинск;Сулимова;14/1;женский;1;;;
Челябинская;Челябинск;Сулимова;15;мужской;1;;;
Челябинская;Челябинск;Сулимова;16;женский;36;;;
Челябинская;Челябинск;Сулимова;17;мужской;25;;;
Челябинская;Челябинск;Сулимова;18;женский;28;;;
Челябинская;Челябинск;Сулимова;19;мужской;19;;;
Челябинская;Челябинск;Сулимова;2;женский;50;;;
Челябинская;Челябинск;Сулимова;20;мужской;47;;;
Челябинская;Челябинск;Сулимова;21;женский;15;;;
Челябинская;Челябинск;Сулимова;22;мужской;16;;;
Челябинская;Челябинск;Сулимова;24;женский;1;;;
Челябинская;Челябинск;Сулимова;25;мужской;1;;;
Челябинская;Челябинск;Сулимова;25А;женский;24;;;
Челябинская;Челябинск;Сулимова;26;мужской;17;;;
Челябинская;Челябинск;Сулимова;28;женский;37;;;
Челябинская;Челябинск;Сулимова;3;мужской;31;;;
Челябинская;Челябинск;Сулимова;30;женский;19;;;
Челябинская;Челябинск;Сулимова;31;мужской;13;;;
Челябинская;Челябинск;Сулимова;31А;женский;38;;;
Челябинская;Челябинск;Сулимова;33;мужской;23;;;
Челябинская;Челябинск;Сулимова;34А;женский;42;;;
Челябинская;Челябинск;Сулимова;36;мужской;38;;;
Челябинская;Челябинск;Сулимова;38;женский;13;;;
Челябинская;Челябинск;Сулимова;39;мужской;12;;;
