REGION;CITY;addr:street;addr:housenumber;SEX;count;;;
Челябинская;Челябинск;Днепровская;56;женский;1;;;
Челябинская;Челябинск;Днепровская;6;мужской;1;;;
Челябинская;Челябинск;Днепровская;8;женский;4;;;
Челябинская;Челябинск;Днепропетровская;1;женский;1;;;
Челябинская;Челябинск;Днепропетровская;13;мужской;1;;;
Челябинская;Челябинск;Днепропетровская;13А;женский;1;;;
Челябинская;Челябинск;Днепропетровская;14;мужской;1;;;
Челябинская;Челябинск;Днепропетровская;14А;женский;1;;;
Челябинская;Челябинск;Днепропетровская;16;мужской;2;;;
Челябинская;Челябинск;Днепропетровская;17;женский;2;;;
Челябинская;Челябинск;Днепропетровская;18;мужской;2;;;
Челябинская;Челябинск;Днепропетровская;19;женский;2;;;
Челябинская;Челябинск;Днепропетровская;2;мужской;4;;;
Челябинская;Челябинск;Днепропетровская;2;женский;3;;;
Челябинская;Челябинск;Днепропетровская;20;мужской;4;;;
Челябинская;Челябинск;Днепропетровская;24;женский;1;;;
Челябинская;Челябинск;Днепропетровская;2А;женский;3;;;
Челябинская;Челябинск;Днепропетровская;4;мужской;5;;;
Челябинская;Челябинск;Днепропетровская;4;женский;1;;;
Челябинская;Челябинск;Днестровская;10;мужской;1;;;
Челябинская;Челябинск;Днестровская;11;женский;1;;;
Челябинская;Челябинск;Днестровская;12;женский;1;;;
Челябинская;Челябинск;Днестровская;13;мужской;1;;;
Челябинская;Челябинск;Днестровская;16;мужской;1;;;
Челябинская;Челябинск;Днестровская;17;женский;1;;;
Челябинская;Челябинск;Днестровская;18;мужской;1;;;
Челябинская;Челябинск;Днестровская;19;мужской;1;;;
Челябинская;Челябинск;Днестровская;20;женский;1;;;
Челябинская;Челябинск;Днестровская;21;мужской;1;;;
Челябинская;Челябинск;Днестровская;22;мужской;1;;;
Челябинская;Челябинск;Днестровская;23;женский;2;;;
Челябинская;Челябинск;Днестровская;25;мужской;3;;;
Челябинская;Челябинск;Днестровская;26;мужской;1;;;
Челябинская;Челябинск;Днестровская;26А;женский;2;;;
Челябинская;Челябинск;Днестровская;28;женский;1;;;
Челябинская;Челябинск;Днестровская;29;мужской;2;;;
Челябинская;Челябинск;Днестровская;29А;женский;1;;;
Челябинская;Челябинск;Днестровская;30;женский;1;;;
Челябинская;Челябинск;Днестровская;31;женский;1;;;
Челябинская;Челябинск;Днестровская;33;мужской;2;;;
Челябинская;Челябинск;Днестровская;34;мужской;1;;;
Челябинская;Челябинск;Днестровская;35;женский;2;;;
Челябинская;Челябинск;Днестровская;36;женский;1;;;
Челябинская;Челябинск;Днестровская;37;мужской;1;;;
Челябинская;Челябинск;Днестровская;38;женский;1;;;
Челябинская;Челябинск;Днестровская;39;мужской;1;;;
Челябинская;Челябинск;Днестровская;4;женский;1;;;
Челябинская;Челябинск;Днестровская;40;мужской;3;;;
Челябинская;Челябинск;Днестровская;5;женский;1;;;
Челябинская;Челябинск;Днестровская;6;женский;1;;;
Челябинская;Челябинск;Днестровская;7;мужской;1;;;
Челябинская;Челябинск;Днестровская;8;мужской;1;;;
Челябинская;Челябинск;Днестровская;9;женский;1;;;
Челябинская;Челябинск;Добролюбова;4;женский;1;;;
Челябинская;Челябинск;Добролюбова;6;женский;1;;;
Челябинская;Челябинск;Доватора;0;мужской;1;;;
Челябинская;Челябинск;Доватора;1;мужской;1;;;
Челябинская;Челябинск;Доватора;10;женский;1;;;
Челябинская;Челябинск;Доватора;10А;мужской;2;;;
Челябинская;Челябинск;Доватора;10В;мужской;1;;;
Челябинская;Челябинск;Доватора;137;мужской;1;;;
Челябинская;Челябинск;Доватора;13А;мужской;1;;;
Челябинская;Челябинск;Доватора;14;женский;1;;;
Челябинская;Челябинск;Доватора;15;мужской;1;;;
Челябинская;Челябинск;Доватора;16;женский;2;;;
Челябинская;Челябинск;Доватора;16А;мужской;1;;;
Челябинская;Челябинск;Доватора;16Б;женский;1;;;
Челябинская;Челябинск;Доватора;17;женский;1;;;
Челябинская;Челябинск;Доватора;17А;мужской;1;;;
Челябинская;Челябинск;Доватора;17К;женский;1;;;
Челябинская;Челябинск;Доватора;18;мужской;3;;;
Челябинская;Челябинск;Доватора;19;женский;3;;;
Челябинская;Челябинск;Доватора;19;мужской;2;;;
Челябинская;Челябинск;Доватора;1А;женский;2;;;
Челябинская;Челябинск;Доватора;20;мужской;3;;;
Челябинская;Челябинск;Доватора;20А;мужской;2;;;
Челябинская;Челябинск;Доватора;20Б;женский;1;;;
Челябинская;Челябинск;Доватора;21;мужской;2;;;
Челябинская;Челябинск;Доватора;21А;женский;1;;;
Челябинская;Челябинск;Доватора;22;мужской;1;;;
Челябинская;Челябинск;Доватора;22А;женский;1;;;
Челябинская;Челябинск;Доватора;22Б;мужской;2;;;
Челябинская;Челябинск;Доватора;22В;мужской;1;;;
Челябинская;Челябинск;Доватора;24;женский;1;;;
Челябинская;Челябинск;Доватора;248;мужской;2;;;
Челябинская;Челябинск;Доватора;24А;женский;1;;;
Челябинская;Челябинск;Доватора;24Б;мужской;2;;;
Челябинская;Челябинск;Доватора;25;женский;1;;;
Челябинская;Челябинск;Доватора;27;мужской;1;;;
Челябинская;Челябинск;Доватора;28;женский;2;;;
Челябинская;Челябинск;Доватора;3;женский;65;;;
Челябинская;Челябинск;Доватора;3;мужской;43;;;
Челябинская;Челябинск;Доватора;30;женский;46;;;
Челябинская;Челябинск;Доватора;30Б;мужской;9;;;
Челябинская;Челябинск;Доватора;30В;женский;63;;;
Челябинская;Челябинск;Доватора;30Д;мужской;30;;;
Челябинская;Челябинск;Доватора;32;женский;60;;;
Челябинская;Челябинск;Доватора;32;мужской;33;;;
Челябинская;Челябинск;Доватора;32Б;женский;60;;;
Челябинская;Челябинск;Доватора;32В;мужской;33;;;
Челябинская;Челябинск;Доватора;33;мужской;1;;;
Челябинская;Челябинск;Доватора;33;женский;50;;;
Челябинская;Челябинск;Доватора;34;мужской;38;;;
Челябинская;Челябинск;Доватора;34А;женский;42;;;
Челябинская;Челябинск;Доватора;34Б;мужской;39;;;
Челябинская;Челябинск;Доватора;34В;женский;65;;;
Челябинская;Челябинск;Доватора;34Г;мужской;45;;;
Челябинская;Челябинск;Доватора;35;мужской;1;;;
Челябинская;Челябинск;Доватора;36;мужской;1;;;
Челябинская;Челябинск;Доватора;36;женский;53;;;
Челябинская;Челябинск;Доватора;38;мужской;38;;;
Челябинская;Челябинск;Доватора;4;женский;22;;;
Челябинская;Челябинск;Доватора;4;мужской;13;;;
Челябинская;Челябинск;Доватора;40;женский;59;;;
Челябинская;Челябинск;Доватора;42;мужской;31;;;
Челябинская;Челябинск;Доватора;42А;женский;11;;;
Челябинская;Челябинск;Доватора;42Б;мужской;9;;;
Челябинская;Челябинск;Доватора;42В;женский;1;;;
Челябинская;Челябинск;Доватора;44;женский;1;;;
Челябинская;Челябинск;Доватора;44А;женский;55;;;
Челябинская;Челябинск;Доватора;45;мужской;35;;;
Челябинская;Челябинск;Доватора;46;женский;6;;;
Челябинская;Челябинск;Доватора;46А;мужской;5;;;
Челябинская;Челябинск;Доватора;4А;женский;65;;;
Челябинская;Челябинск;Доватора;4Б;мужской;36;;;
Челябинская;Челябинск;Доватора;5;женский;52;;;
Челябинская;Челябинск;Доватора;5;мужской;42;;;
Челябинская;Челябинск;Доватора;6;мужской;1;;;
Челябинская;Челябинск;Доватора;6А;женский;1;;;
Челябинская;Челябинск;Доватора;6Б;мужской;1;;;
Челябинская;Челябинск;Доватора;7;женский;1;;;
Челябинская;Челябинск;Доватора;79;мужской;1;;;
Челябинская;Челябинск;Доватора;7А;женский;3;;;
Челябинская;Челябинск;Доватора;8;мужской;1;;;
Челябинская;Челябинск;Доватора;NAN;женский;1;;;
Челябинская;Челябинск;Долинская;40;женский;2;;;
Челябинская;Челябинск;Долинская;41;мужской;1;;;
Челябинская;Челябинск;Долинская;42;женский;1;;;
Челябинская;Челябинск;Долинская;43;мужской;2;;;
Челябинская;Челябинск;Долинская;44;мужской;1;;;
Челябинская;Челябинск;Долинская;45;женский;1;;;
Челябинская;Челябинск;Долинская;46;мужской;1;;;
Челябинская;Челябинск;Долинская;47;женский;1;;;
Челябинская;Челябинск;Долинская;49;женский;2;;;
Челябинская;Челябинск;Долинская;50;женский;1;;;
Челябинская;Челябинск;Долинская;51;мужской;2;;;
Челябинская;Челябинск;Долинская;54;женский;1;;;
Челябинская;Челябинск;Долинская;56;мужской;1;;;
Челябинская;Челябинск;Долинская;60;женский;2;;;
Челябинская;Челябинск;Долинская;62;женский;1;;;
Челябинская;Челябинск;Долинская;64;женский;1;;;
Челябинская;Челябинск;Долинская;68;мужской;1;;;
Челябинская;Челябинск;Долматовская;1;мужской;1;;;
Челябинская;Челябинск;Долматовская;10;женский;1;;;
Челябинская;Челябинск;Долматовская;10А;мужской;2;;;
Челябинская;Челябинск;Долматовская;14;женский;1;;;
Челябинская;Челябинск;Долматовская;18;мужской;1;;;
Челябинская;Челябинск;Долматовская;1А;женский;2;;;
Челябинская;Челябинск;Долматовская;2;мужской;2;;;
Челябинская;Челябинск;Долматовская;20;женский;1;;;
Челябинская;Челябинск;Долматовская;24;мужской;2;;;
Челябинская;Челябинск;Долматовская;29;женский;1;;;
Челябинская;Челябинск;Долматовская;33;мужской;1;;;
Челябинская;Челябинск;Долматовская;33А;женский;2;;;
Челябинская;Челябинск;Долматовская;33Б;мужской;2;;;
Челябинская;Челябинск;Долматовская;35;женский;2;;;
Челябинская;Челябинск;Долматовская;45;мужской;1;;;
Челябинская;Челябинск;Долматовская;5;женский;1;;;
Челябинская;Челябинск;Долматовская;5А;мужской;1;;;
Челябинская;Челябинск;Долматовская;63;женский;2;;;
Челябинская;Челябинск;Долматовская;65;мужской;3;;;
Челябинская;Челябинск;Долматовская;67;женский;2;;;
Челябинская;Челябинск;Долматовская;8;мужской;2;;;
Челябинская;Челябинск;Долматовский;28Б;женский;72;;;
Челябинская;Челябинск;Долматовский;35;мужской;42;;;
Челябинская;Челябинск;Долматовский;35А;женский;1;;;
Челябинская;Челябинск;Долматовский;37;мужской;1;;;
Челябинская;Челябинск;Долматовский;45;женский;3;;;
Челябинская;Челябинск;Доменная;1;мужской;2;;;
Челябинская;Челябинск;Доменная;10;мужской;1;;;
Челябинская;Челябинск;Доменная;12;женский;1;;;
Челябинская;Челябинск;Доменная;13;мужской;1;;;
Челябинская;Челябинск;Доменная;14;женский;3;;;
Челябинская;Челябинск;Доменная;15;мужской;2;;;
Челябинская;Челябинск;Доменная;16;женский;2;;;
Челябинская;Челябинск;Доменная;18;мужской;1;;;
Челябинская;Челябинск;Доменная;18А;женский;1;;;
Челябинская;Челябинск;Доменная;19;мужской;1;;;
Челябинская;Челябинск;Доменная;1А;женский;3;;;
Челябинская;Челябинск;Доменная;2;мужской;1;;;
Челябинская;Челябинск;Доменная;20;мужской;1;;;
Челябинская;Челябинск;Доменная;25;женский;3;;;
Челябинская;Челябинск;Доменная;25А;женский;4;;;
Челябинская;Челябинск;Доменная;28А;мужской;2;;;
Челябинская;Челябинск;Доменная;2А;женский;1;;;
Челябинская;Челябинск;Доменная;3;женский;1;;;
Челябинская;Челябинск;Доменная;31;мужской;1;;;
Челябинская;Челябинск;Доменная;36;женский;2;;;
Челябинская;Челябинск;Доменная;37;мужской;3;;;
Челябинская;Челябинск;Доменная;38;мужской;2;;;
Челябинская;Челябинск;Доменная;4;женский;1;;;
Челябинская;Челябинск;Доменная;40;женский;2;;;
Челябинская;Челябинск;Доменная;41;мужской;3;;;
Челябинская;Челябинск;Доменная;42;женский;2;;;
Челябинская;Челябинск;Доменная;43;мужской;3;;;
Челябинская;Челябинск;Доменная;43А;женский;1;;;
Челябинская;Челябинск;Доменная;44;мужской;1;;;
Челябинская;Челябинск;Доменная;45;женский;1;;;
Челябинская;Челябинск;Доменная;45Б;мужской;3;;;
Челябинская;Челябинск;Доменная;46;женский;1;;;
Челябинская;Челябинск;Доменная;48;женский;1;;;
Челябинская;Челябинск;Доменная;50А;мужской;2;;;
Челябинская;Челябинск;Доменная;52;мужской;3;;;
Челябинская;Челябинск;Доменная;54;женский;1;;;
Челябинская;Челябинск;Доменная;56;мужской;1;;;
Челябинская;Челябинск;Доменная;58;женский;1;;;
Челябинская;Челябинск;Доменная;60;мужской;1;;;
Челябинская;Челябинск;Доменная;62;женский;1;;;
Челябинская;Челябинск;Доменная;8;мужской;1;;;
Челябинская;Челябинск;Доменная;9;женский;3;;;
Челябинская;Челябинск;Донбасская;11;мужской;1;;;
Челябинская;Челябинск;Донбасская;13;женский;1;;;
Челябинская;Челябинск;Донбасская;14;мужской;1;;;
Челябинская;Челябинск;Донбасская;15;женский;2;;;
Челябинская;Челябинск;Донбасская;16;мужской;1;;;
Челябинская;Челябинск;Донбасская;17;женский;2;;;
Челябинская;Челябинск;Донбасская;19;женский;2;;;
Челябинская;Челябинск;Донбасская;25;мужской;3;;;
Челябинская;Челябинск;Донбасская;28;мужской;2;;;
Челябинская;Челябинск;Донбасская;30;женский;1;;;
Челябинская;Челябинск;Донбасская;34;мужской;1;;;
Челябинская;Челябинск;Донбасская;38;женский;2;;;
Челябинская;Челябинск;Донбасская;40;мужской;1;;;
Челябинская;Челябинск;Донбасская;42;женский;1;;;
Челябинская;Челябинск;Донбасская;44;мужской;1;;;
Челябинская;Челябинск;Донбасская;5;женский;5;;;
Челябинская;Челябинск;Донбасская;60;мужской;4;;;
Челябинская;Челябинск;Донбасская;62;женский;3;;;
Челябинская;Челябинск;Донбасская;64;мужской;2;;;
Челябинская;Челябинск;Донбасская;66;мужской;1;;;
Челябинская;Челябинск;Донбасская;68;женский;2;;;
Челябинская;Челябинск;Донбасская;7;мужской;3;;;
Челябинская;Челябинск;Донбасская;70;женский;1;;;
Челябинская;Челябинск;Донбасская;72;мужской;1;;;
Челябинская;Челябинск;Донбасская;74;женский;2;;;
Челябинская;Челябинск;Донбасская;76;мужской;1;;;
Челябинская;Челябинск;Донбасская;78;женский;1;;;
Челябинская;Челябинск;Донбасская;8;женский;2;;;
Челябинская;Челябинск;Донской;1;мужской;1;;;
Челябинская;Челябинск;Донской;11;женский;3;;;
Челябинская;Челябинск;Донской;13;мужской;1;;;
Челябинская;Челябинск;Донской;14;женский;2;;;
Челябинская;Челябинск;Донской;16;мужской;2;;;
Челябинская;Челябинск;Донской;16А;мужской;1;;;
Челябинская;Челябинск;Донской;18;женский;1;;;
Челябинская;Челябинск;Донской;2;мужской;1;;;
Челябинская;Челябинск;Донской;3;женский;1;;;
Челябинская;Челябинск;Донской;4;мужской;2;;;
Челябинская;Челябинск;Донской;5;женский;3;;;
Челябинская;Челябинск;Донской;6;мужской;1;;;
Челябинская;Челябинск;Донской;8;мужской;2;;;
Челябинская;Челябинск;Дорожная (Исаково);1;женский;3;;;
Челябинская;Челябинск;Дорожная (Исаково);10;женский;2;;;
Челябинская;Челябинск;Дорожная (Исаково);10А;женский;1;;;
Челябинская;Челябинск;Дорожная (Исаково);15;мужской;1;;;
Челябинская;Челябинск;Дорожная (Исаково);17А;женский;1;;;
Челябинская;Челябинск;Дорожная (Исаково);2;мужской;3;;;
Челябинская;Челябинск;Дорожная (Исаково);26;женский;2;;;
Челябинская;Челябинск;Дорожная (Исаково);3;мужской;1;;;
Челябинская;Челябинск;Дорожная (Исаково);3;женский;1;;;
Челябинская;Челябинск;Дорожная (Исаково);4;мужской;1;;;
Челябинская;Челябинск;Дорожная (Исаково);5;женский;2;;;
Челябинская;Челябинск;Дорожная (Исаково);6;мужской;2;;;
Челябинская;Челябинск;Дорожная (ЧКПЗ);1;женский;1;;;
Челябинская;Челябинск;Дорожная (ЧКПЗ);12;женский;1;;;
Челябинская;Челябинск;Дорожная (ЧКПЗ);2;женский;1;;;
Челябинская;Челябинск;Дорожная (ЧКПЗ);4;мужской;3;;;
Челябинская;Челябинск;Дорожная (ЧКПЗ);5;женский;1;;;
Челябинская;Челябинск;Дорожная (ЧКПЗ);6;мужской;2;;;
Челябинская;Челябинск;Дорожная (ЧКПЗ);60;женский;1;;;
Челябинская;Челябинск;Достоевского;11;мужской;2;;;
Челябинская;Челябинск;Достоевского;13;женский;1;;;
Челябинская;Челябинск;Достоевского;14А;мужской;3;;;
Челябинская;Челябинск;Достоевского;15;женский;1;;;
Челябинская;Челябинск;Достоевского;16;мужской;1;;;
Челябинская;Челябинск;Достоевского;19;женский;2;;;
Челябинская;Челябинск;Достоевского;21;женский;2;;;
Челябинская;Челябинск;Достоевского;22;мужской;1;;;
Челябинская;Челябинск;Достоевского;24;женский;1;;;
Челябинская;Челябинск;Достоевского;25;мужской;2;;;
Челябинская;Челябинск;Достоевского;26;женский;4;;;
Челябинская;Челябинск;Достоевского;27;мужской;3;;;
Челябинская;Челябинск;Достоевского;33;женский;1;;;
Челябинская;Челябинск;Достоевского;35;мужской;1;;;
Челябинская;Челябинск;Достоевского;9;женский;2;;;
Челябинская;Челябинск;Дружба Металлургический;0;мужской;2;;;
Челябинская;Челябинск;Дружба Металлургический;1;женский;1;;;
Челябинская;Челябинск;Дружба Металлургический;2;мужской;1;;;
Челябинская;Челябинск;Дружба Металлургический;2033;женский;1;;;
Челябинская;Челябинск;Дружба Металлургический;2070;мужской;2;;;
Челябинская;Челябинск;Дружба Металлургический;22;мужской;1;;;
Челябинская;Челябинск;Дружба Металлургический;2499;женский;2;;;
Челябинская;Челябинск;Дружба Металлургический;25;мужской;2;;;
Челябинская;Челябинск;Дружба Металлургический;27;женский;1;;;
Челябинская;Челябинск;Дружба Металлургический;2922;женский;1;;;
Челябинская;Челябинск;Дружба Металлургический;3;женский;2;;;
Челябинская;Челябинск;Дружба Металлургический;4;мужской;2;;;
Челябинская;Челябинск;Дружба Металлургический;43;женский;2;;;
Челябинская;Челябинск;Дружба Металлургический;4425Г;мужской;2;;;
Челябинская;Челябинск;Дружба Металлургический;48;женский;8;;;
Челябинская;Челябинск;Дружба Металлургический;5;мужской;9;;;
Челябинская;Челябинск;Дружба Металлургический;7;женский;6;;;
Челябинская;Челябинск;Дружба Металлургический;71;мужской;2;;;
Челябинская;Челябинск;Дружба Тракторозаводский;1481;женский;2;;;
Челябинская;Челябинск;Дружба Тракторозаводский;16;женский;2;;;
Челябинская;Челябинск;Дружба Тракторозаводский;20;мужской;1;;;
Челябинская;Челябинск;Дружба Тракторозаводский;21;женский;3;;;
Челябинская;Челябинск;Дружба Тракторозаводский;25;мужской;1;;;
Челябинская;Челябинск;Дружба Тракторозаводский;397;женский;1;;;
Челябинская;Челябинск;Дружба Тракторозаводский;6;мужской;1;;;
Челябинская;Челябинск;Дружба Тракторозаводский;949;женский;2;;;
Челябинская;Челябинск;Дружба Тракторозаводский;NAN;мужской;1;;;
Челябинская;Челябинск;Дружбы;1;женский;1;;;
Челябинская;Челябинск;Дружбы;11;мужской;1;;;
Челябинская;Челябинск;Дружбы;14А;женский;1;;;
Челябинская;Челябинск;Дружбы;19;женский;1;;;
Челябинская;Челябинск;Дружбы;1А;мужской;1;;;
Челябинская;Челябинск;Дружбы;21;женский;1;;;
Челябинская;Челябинск;Дружбы;23;мужской;1;;;
Челябинская;Челябинск;Дружбы;25;мужской;1;;;
Челябинская;Челябинск;Дружбы;27;женский;3;;;
Челябинская;Челябинск;Дружбы;3;мужской;4;;;
Челябинская;Челябинск;Дружбы;35;мужской;1;;;
Челябинская;Челябинск;Дружбы;4;женский;2;;;
Челябинская;Челябинск;Дружбы;4;женский;1;;;
Челябинская;Челябинск;Дружбы;41;мужской;5;;;
Челябинская;Челябинск;Дружбы;4А;женский;1;;;
Челябинская;Челябинск;Дружбы;5;женский;1;;;
Челябинская;Челябинск;Дружбы;6;женский;1;;;
Челябинская;Челябинск;Дружбы;8;мужской;1;;;
Челябинская;Челябинск;Дружбы;8;женский;1;;;
Челябинская;Челябинск;Дружбы;81;женский;4;;;
Челябинская;Челябинск;Дружбы;NAN;мужской;1;;;
Челябинская;Челябинск;Дружный;3;женский;1;;;
Челябинская;Челябинск;Дружный;4;мужской;1;;;
Челябинская;Челябинск;Дружный;8;женский;1;;;
Челябинская;Челябинск;Дубинина;10;мужской;1;;;
Челябинская;Челябинск;Дубинина;11;мужской;1;;;
Челябинская;Челябинск;Дубинина;12;мужской;1;;;
Челябинская;Челябинск;Дубинина;13;женский;1;;;
Челябинская;Челябинск;Дубинина;14;женский;1;;;
Челябинская;Челябинск;Дубинина;15;мужской;1;;;
Челябинская;Челябинск;Дубинина;16;женский;1;;;
Челябинская;Челябинск;Дубинина;17;мужской;1;;;
Челябинская;Челябинск;Дубинина;18;мужской;1;;;
Челябинская;Челябинск;Дубинина;19;мужской;1;;;
Челябинская;Челябинск;Дубинина;20;женский;1;;;
Челябинская;Челябинск;Дубинина;21;женский;1;;;
Челябинская;Челябинск;Дубинина;24;мужской;4;;;
Челябинская;Челябинск;Дубинина;25;женский;2;;;
Челябинская;Челябинск;Дубинина;26;женский;1;;;
Челябинская;Челябинск;Дубинина;27;женский;1;;;
Челябинская;Челябинск;Дубинина;27А;женский;2;;;
Челябинская;Челябинск;Дубинина;29;мужской;1;;;
Челябинская;Челябинск;Дубинина;3;женский;1;;;
Челябинская;Челябинск;Дубинина;30;женский;2;;;
Челябинская;Челябинск;Дубинина;31;мужской;1;;;
Челябинская;Челябинск;Дубинина;32;женский;1;;;
Челябинская;Челябинск;Дубинина;33;мужской;1;;;
Челябинская;Челябинск;Дубинина;34;мужской;1;;;
Челябинская;Челябинск;Дубинина;38;женский;3;;;
Челябинская;Челябинск;Дубинина;4;мужской;4;;;
Челябинская;Челябинск;Дубинина;40;женский;2;;;
Челябинская;Челябинск;Дубинина;42;мужской;1;;;
Челябинская;Челябинск;Дубинина;44;женский;1;;;
Челябинская;Челябинск;Дубинина;5;мужской;2;;;
Челябинская;Челябинск;Дубинина;6;мужской;1;;;
Челябинская;Челябинск;Дубинина;7;мужской;3;;;
Челябинская;Челябинск;Дубинина;8;женский;4;;;
Челябинская;Челябинск;Дубинина;9;мужской;1;;;
Челябинская;Челябинск;Дубинина;9А;женский;2;;;
Челябинская;Челябинск;Дубовая;1;мужской;1;;;
Челябинская;Челябинск;Дубовая;10;женский;2;;;
Челябинская;Челябинск;Дубовая;11;женский;3;;;
Челябинская;Челябинск;Дубовая;12;мужской;1;;;
Челябинская;Челябинск;Дубовая;13;женский;1;;;
Челябинская;Челябинск;Дубовая;14;мужской;2;;;
Челябинская;Челябинск;Дубовая;15;мужской;2;;;
Челябинская;Челябинск;Дубовая;16;женский;1;;;
Челябинская;Челябинск;Дубовая;16А;мужской;2;;;
Челябинская;Челябинск;Дубовая;17;женский;1;;;
Челябинская;Челябинск;Дубовая;18;мужской;1;;;
Челябинская;Челябинск;Дубовая;18А;женский;1;;;
Челябинская;Челябинск;Дубовая;19;женский;1;;;
Челябинская;Челябинск;Дубовая;2;мужской;1;;;
Челябинская;Челябинск;Дубовая;2;женский;2;;;
Челябинская;Челябинск;Дубовая;3;женский;1;;;
Челябинская;Челябинск;Дубовая;4;мужской;2;;;
Челябинская;Челябинск;Дубовая;4А;мужской;2;;;
Челябинская;Челябинск;Дубовая;5;мужской;1;;;
Челябинская;Челябинск;Дубовая;6;женский;1;;;
Челябинская;Челябинск;Дубовая;6А;мужской;2;;;
Челябинская;Челябинск;Дубовая;7;мужской;3;;;
Челябинская;Челябинск;Дубовая;9;женский;1;;;
Челябинская;Челябинск;Дубравная;1;женский;2;;;
Челябинская;Челябинск;Дубравная;13;мужской;2;;;
Челябинская;Челябинск;Дубравная;15;женский;1;;;
Челябинская;Челябинск;Дубравная;3А;мужской;1;;;
Челябинская;Челябинск;Дубравная;5;женский;1;;;
Челябинская;Челябинск;Дубравная;7;мужской;1;;;
Челябинская;Челябинск;Дубравная;9;мужской;2;;;
Челябинская;Челябинск;Дундича;1;мужской;1;;;
Челябинская;Челябинск;Дундича;14;женский;1;;;
Челябинская;Челябинск;Дундича;22;мужской;1;;;
Челябинская;Челябинск;Дундича;3;женский;1;;;
Челябинская;Челябинск;Дундича;4;мужской;3;;;
Челябинская;Челябинск;Дундича;5;женский;1;;;
Челябинская;Челябинск;Дундича;6;мужской;1;;;
Челябинская;Челябинск;Дундича;7;женский;3;;;
Челябинская;Челябинск;Евпаторийская;32;мужской;1;;;
Челябинская;Челябинск;Евпаторийская;34;женский;2;;;
Челябинская;Челябинск;Евпаторийская;36;мужской;1;;;
Челябинская;Челябинск;Евпаторийская;38;женский;1;;;
Челябинская;Челябинск;Евпаторийская;40;женский;1;;;
Челябинская;Челябинск;Евпаторийская;42;мужской;2;;;
Челябинская;Челябинск;Евпаторийская;44;женский;4;;;
Челябинская;Челябинск;Евпаторийская;48;мужской;1;;;
Челябинская;Челябинск;Евпаторийская;50;женский;2;;;
Челябинская;Челябинск;Евпаторийская;54;мужской;1;;;
Челябинская;Челябинск;Евпаторийская;56;мужской;1;;;
Челябинская;Челябинск;Евпаторийская;58;женский;1;;;
Челябинская;Челябинск;Евпаторийская;60;женский;2;;;
Челябинская;Челябинск;Евпаторийская;62;мужской;1;;;
Челябинская;Челябинск;Евтеева;1;женский;1;;;
Челябинская;Челябинск;Евтеева;22;женский;1;;;
Челябинская;Челябинск;Евтеева;3;женский;5;;;
Челябинская;Челябинск;Евтеева;4;мужской;9;;;
Челябинская;Челябинск;Евтеева;5;женский;1;;;
Челябинская;Челябинск;Евтеева;6;мужской;1;;;
Челябинская;Челябинск;Евтеева;7;женский;1;;;
Челябинская;Челябинск;Евтеева;8;мужской;1;;;
Челябинская;Челябинск;Еланка;23А;женский;1;;;
Челябинская;Челябинск;Еловая;1;женский;1;;;
Челябинская;Челябинск;Еловая;11;мужской;2;;;
Челябинская;Челябинск;Еловая;5;женский;1;;;
Челябинская;Челябинск;Елочная;11;мужской;2;;;
Челябинская;Челябинск;Елочная;11А;женский;3;;;
Челябинская;Челябинск;Елочная;13;мужской;1;;;
Челябинская;Челябинск;Елочная;15;женский;2;;;
Челябинская;Челябинск;Елочная;17;мужской;2;;;
Челябинская;Челябинск;улица Елькина;0;женский;1;;;
Челябинская;Челябинск;улица Елькина;10;мужской;1;;;
Челябинская;Челябинск;улица Елькина;105;женский;1;;;
Челябинская;Челябинск;улица Елькина;110;мужской;1;;;
Челябинская;Челябинск;улица Елькина;110А;женский;1;;;
Челябинская;Челябинск;улица Елькина;43;мужской;3;;;
Челябинская;Челябинск;улица Елькина;45;женский;3;;;
Челябинская;Челябинск;улица Елькина;59;мужской;2;;;
Челябинская;Челябинск;улица Елькина;59;мужской;1;;;
Челябинская;Челябинск;улица Елькина;61;женский;1;;;
Челябинская;Челябинск;улица Елькина;61А;мужской;1;;;
Челябинская;Челябинск;улица Елькина;63;женский;1;;;
Челябинская;Челябинск;улица Елькина;63А;женский;1;;;
Челябинская;Челябинск;улица Елькина;63Б;женский;1;;;
Челябинская;Челябинск;улица Елькина;64;мужской;1;;;
Челябинская;Челябинск;улица Елькина;65;мужской;1;;;
Челябинская;Челябинск;улица Елькина;7;женский;2;;;
Челябинская;Челябинск;улица Елькина;76А;мужской;1;;;
Челябинская;Челябинск;улица Елькина;77А;женский;1;;;
Челябинская;Челябинск;улица Елькина;80;мужской;1;;;
Челябинская;Челябинск;улица Елькина;80А;женский;1;;;
Челябинская;Челябинск;улица Елькина;81А;мужской;2;;;
Челябинская;Челябинск;улица Елькина;82;женский;2;;;
Челябинская;Челябинск;улица Елькина;84;мужской;2;;;
Челябинская;Челябинск;улица Елькина;84А;женский;1;;;
Челябинская;Челябинск;улица Елькина;84Б;женский;1;;;
Челябинская;Челябинск;улица Елькина;84В;женский;3;;;
Челябинская;Челябинск;улица Елькина;84Г;мужской;2;;;
Челябинская;Челябинск;улица Елькина;86;мужской;1;;;
Челябинская;Челябинск;улица Елькина;86А;женский;1;;;
