REGION;CITY;addr:street;addr:housenumber;SEX;count;;
Челябинская;Челябинск;Геологов;5А;мужской;5;;
Челябинская;Челябинск;Геологов;7;женский;5;;
Челябинская;Челябинск;Геологов;7;мужской;5;;
Челябинская;Челябинск;Геологов;7А;женский;39;;
Челябинская;Челябинск;Геологов;7А;мужской;38;;
Челябинская;Челябинск;Геологов;8;женский;1;;
Челябинская;Челябинск;Геологов;9;женский;16;;
Челябинская;Челябинск;Геологов;9;мужской;8;;
Челябинская;Челябинск;Героев Танкограда;1;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;10;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;100;женский;53;;
Челябинская;Челябинск;Героев Танкограда;100;мужской;45;;
Челябинская;Челябинск;Героев Танкограда;102;женский;38;;
Челябинская;Челябинск;Героев Танкограда;102;мужской;31;;
Челябинская;Челябинск;Героев Танкограда;103;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;106;женский;32;;
Челябинская;Челябинск;Героев Танкограда;106;мужской;36;;
Челябинская;Челябинск;Героев Танкограда;108;женский;63;;
Челябинская;Челябинск;Героев Танкограда;108;мужской;41;;
Челябинская;Челябинск;Героев Танкограда;110;женский;45;;
Челябинская;Челябинск;Героев Танкограда;110;мужской;36;;
Челябинская;Челябинск;Героев Танкограда;112;женский;66;;
Челябинская;Челябинск;Героев Танкограда;112;мужской;41;;
Челябинская;Челябинск;Героев Танкограда;114;женский;57;;
Челябинская;Челябинск;Героев Танкограда;114;мужской;44;;
Челябинская;Челябинск;Героев Танкограда;116;женский;194;;
Челябинская;Челябинск;Героев Танкограда;116;мужской;139;;
Челябинская;Челябинск;Героев Танкограда;118;женский;257;;
Челябинская;Челябинск;Героев Танкограда;118;мужской;194;;
Челябинская;Челябинск;Героев Танкограда;118А;женский;72;;
Челябинская;Челябинск;Героев Танкограда;118А;мужской;58;;
Челябинская;Челябинск;Героев Танкограда;118Б;женский;62;;
Челябинская;Челябинск;Героев Танкограда;118Б;мужской;64;;
Челябинская;Челябинск;Героев Танкограда;11В;женский;1;;
Челябинская;Челябинск;Героев Танкограда;120;женский;126;;
Челябинская;Челябинск;Героев Танкограда;120;мужской;95;;
Челябинская;Челябинск;Героев Танкограда;13;женский;1;;
Челябинская;Челябинск;Героев Танкограда;13;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;16;женский;1;;
Челябинская;Челябинск;Героев Танкограда;20;женский;1;;
Челябинская;Челябинск;Героев Танкограда;21Б;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;25;женский;40;;
Челябинская;Челябинск;Героев Танкограда;25;мужской;29;;
Челябинская;Челябинск;Героев Танкограда;25Б;женский;44;;
Челябинская;Челябинск;Героев Танкограда;25Б;мужской;30;;
Челябинская;Челябинск;Героев Танкограда;27;женский;53;;
Челябинская;Челябинск;Героев Танкограда;27;мужской;37;;
Челябинская;Челябинск;Героев Танкограда;27А;женский;38;;
Челябинская;Челябинск;Героев Танкограда;27А;мужской;28;;
Челябинская;Челябинск;Героев Танкограда;27Б;женский;49;;
Челябинская;Челябинск;Героев Танкограда;27Б;мужской;18;;
Челябинская;Челябинск;Героев Танкограда;29;женский;52;;
Челябинская;Челябинск;Героев Танкограда;29;мужской;37;;
Челябинская;Челябинск;Героев Танкограда;33;женский;1;;
Челябинская;Челябинск;Героев Танкограда;33;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;37;женский;1;;
Челябинская;Челябинск;Героев Танкограда;37;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;39;женский;2;;
Челябинская;Челябинск;Героев Танкограда;39;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;40;женский;64;;
Челябинская;Челябинск;Героев Танкограда;40;мужской;40;;
Челябинская;Челябинск;Героев Танкограда;40А;женский;127;;
Челябинская;Челябинск;Героев Танкограда;40А;мужской;83;;
Челябинская;Челябинск;Героев Танкограда;41;женский;2;;
Челябинская;Челябинск;Героев Танкограда;41;мужской;2;;
Челябинская;Челябинск;Героев Танкограда;42;женский;57;;
Челябинская;Челябинск;Героев Танкограда;42;мужской;46;;
Челябинская;Челябинск;Героев Танкограда;43;женский;1;;
Челябинская;Челябинск;Героев Танкограда;43;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;43/1;женский;1;;
Челябинская;Челябинск;Героев Танкограда;44;женский;62;;
Челябинская;Челябинск;Героев Танкограда;44;мужской;43;;
Челябинская;Челябинск;Героев Танкограда;44В;мужской;2;;
Челябинская;Челябинск;Героев Танкограда;45;женский;1;;
Челябинская;Челябинск;Героев Танкограда;46;женский;118;;
Челябинская;Челябинск;Героев Танкограда;46;мужской;78;;
Челябинская;Челябинск;Героев Танкограда;47;женский;2;;
Челябинская;Челябинск;Героев Танкограда;47;мужской;2;;
Челябинская;Челябинск;Героев Танкограда;48;женский;79;;
Челябинская;Челябинск;Героев Танкограда;48;мужской;66;;
Челябинская;Челябинск;Героев Танкограда;48А;женский;99;;
Челябинская;Челябинск;Героев Танкограда;48А;мужской;66;;
Челябинская;Челябинск;Героев Танкограда;49;женский;1;;
Челябинская;Челябинск;Героев Танкограда;50;женский;297;;
Челябинская;Челябинск;Героев Танкограда;50;мужской;216;;
Челябинская;Челябинск;Героев Танкограда;55;женский;37;;
Челябинская;Челябинск;Героев Танкограда;55;мужской;36;;
Челябинская;Челябинск;Героев Танкограда;57;женский;141;;
Челябинская;Челябинск;Героев Танкограда;57;мужской;89;;
Челябинская;Челябинск;Героев Танкограда;59;женский;227;;
Челябинская;Челябинск;Героев Танкограда;59;мужской;143;;
Челябинская;Челябинск;Героев Танкограда;59А;женский;1;;
Челябинская;Челябинск;Героев Танкограда;61;женский;202;;
Челябинская;Челябинск;Героев Танкограда;61;мужской;148;;
Челябинская;Челябинск;Героев Танкограда;61А;женский;109;;
Челябинская;Челябинск;Героев Танкограда;61А;мужской;70;;
Челябинская;Челябинск;Героев Танкограда;61Б;женский;85;;
Челябинская;Челябинск;Героев Танкограда;61Б;мужской;45;;
Челябинская;Челябинск;Героев Танкограда;63А;женский;146;;
Челябинская;Челябинск;Героев Танкограда;63А;мужской;97;;
Челябинская;Челябинск;Героев Танкограда;65;женский;204;;
Челябинская;Челябинск;Героев Танкограда;65;мужской;116;;
Челябинская;Челябинск;Героев Танкограда;66;женский;1;;
Челябинская;Челябинск;Героев Танкограда;66;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;68;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;7;женский;1;;
Челябинская;Челябинск;Героев Танкограда;70;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;72;женский;1;;
Челябинская;Челябинск;Героев Танкограда;72;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;74;женский;2;;
Челябинская;Челябинск;Героев Танкограда;80;женский;21;;
Челябинская;Челябинск;Героев Танкограда;80;мужской;16;;
Челябинская;Челябинск;Героев Танкограда;82;женский;6;;
Челябинская;Челябинск;Героев Танкограда;82;мужской;2;;
Челябинская;Челябинск;Героев Танкограда;82А;женский;20;;
Челябинская;Челябинск;Героев Танкограда;82А;мужской;15;;
Челябинская;Челябинск;Героев Танкограда;84;женский;8;;
Челябинская;Челябинск;Героев Танкограда;84;мужской;3;;
Челябинская;Челябинск;Героев Танкограда;86;женский;10;;
Челябинская;Челябинск;Героев Танкограда;86;мужской;6;;
Челябинская;Челябинск;Героев Танкограда;88;женский;11;;
Челябинская;Челябинск;Героев Танкограда;88;мужской;14;;
Челябинская;Челябинск;Героев Танкограда;90;женский;16;;
Челябинская;Челябинск;Героев Танкограда;90;мужской;11;;
Челябинская;Челябинск;Героев Танкограда;92;женский;12;;
Челябинская;Челябинск;Героев Танкограда;92;мужской;5;;
Челябинская;Челябинск;Героев Танкограда;94;женский;23;;
Челябинская;Челябинск;Героев Танкограда;94;мужской;14;;
Челябинская;Челябинск;Героев Танкограда;96;женский;1;;
Челябинская;Челябинск;Героев Танкограда;96;мужской;1;;
Челябинская;Челябинск;Героев Танкограда;NAN;женский;1;;
Челябинская;Челябинск;Героическая;10;женский;2;;
Челябинская;Челябинск;Героическая;10;мужской;2;;
Челябинская;Челябинск;Героическая;11;женский;1;;
Челябинская;Челябинск;Героическая;13;женский;1;;
Челябинская;Челябинск;Героическая;13;мужской;1;;
Челябинская;Челябинск;Героическая;15;женский;7;;
Челябинская;Челябинск;Героическая;16;женский;2;;
Челябинская;Челябинск;Героическая;16;мужской;2;;
Челябинская;Челябинск;Героическая;2;женский;1;;
Челябинская;Челябинск;Героическая;2;мужской;2;;
Челябинская;Челябинск;Героическая;22;мужской;1;;
Челябинская;Челябинск;Героическая;24;женский;1;;
Челябинская;Челябинск;Героическая;25;женский;2;;
Челябинская;Челябинск;Героическая;25;мужской;2;;
Челябинская;Челябинск;Героическая;26;женский;1;;
Челябинская;Челябинск;Героическая;26;мужской;3;;
Челябинская;Челябинск;Героическая;27;женский;1;;
Челябинская;Челябинск;Героическая;27;мужской;1;;
Челябинская;Челябинск;Героическая;28;женский;1;;
Челябинская;Челябинск;Героическая;28;мужской;1;;
Челябинская;Челябинск;Героическая;29;женский;1;;
Челябинская;Челябинск;Героическая;29;мужской;3;;
Челябинская;Челябинск;Героическая;3;женский;3;;
Челябинская;Челябинск;Героическая;3;мужской;2;;
Челябинская;Челябинск;Героическая;30;мужской;1;;
Челябинская;Челябинск;Героическая;31;мужской;3;;
Челябинская;Челябинск;Героическая;32;мужской;2;;
Челябинская;Челябинск;Героическая;33;женский;1;;
Челябинская;Челябинск;Героическая;33;мужской;3;;
Челябинская;Челябинск;Героическая;36;женский;1;;
Челябинская;Челябинск;Героическая;36;мужской;1;;
Челябинская;Челябинск;Героическая;38А;женский;2;;
Челябинская;Челябинск;Героическая;38А;мужской;3;;
Челябинская;Челябинск;Героическая;39;женский;2;;
Челябинская;Челябинск;Героическая;39;мужской;1;;
Челябинская;Челябинск;Героическая;4;женский;2;;
Челябинская;Челябинск;Героическая;4;мужской;2;;
Челябинская;Челябинск;Героическая;40;женский;1;;
Челябинская;Челябинск;Героическая;40;мужской;1;;
Челябинская;Челябинск;Героическая;40А;женский;1;;
Челябинская;Челябинск;Героическая;40А;мужской;1;;
Челябинская;Челябинск;Героическая;42;женский;1;;
Челябинская;Челябинск;Героическая;42;мужской;1;;
Челябинская;Челябинск;Героическая;42А;женский;2;;
Челябинская;Челябинск;Героическая;42А;мужской;1;;
Челябинская;Челябинск;Героическая;43;женский;2;;
Челябинская;Челябинск;Героическая;43;мужской;4;;
Челябинская;Челябинск;Героическая;43А;женский;1;;
Челябинская;Челябинск;Героическая;43А;мужской;2;;
Челябинская;Челябинск;Героическая;44;женский;2;;
Челябинская;Челябинск;Героическая;44;мужской;1;;
Челябинская;Челябинск;Героическая;45;женский;3;;
Челябинская;Челябинск;Героическая;45А;женский;1;;
Челябинская;Челябинск;Героическая;45А;мужской;1;;
Челябинская;Челябинск;Героическая;45Б;женский;2;;
Челябинская;Челябинск;Героическая;47;женский;1;;
Челябинская;Челябинск;Героическая;48;мужской;1;;
Челябинская;Челябинск;Героическая;49;женский;3;;
Челябинская;Челябинск;Героическая;49;мужской;1;;
Челябинская;Челябинск;Героическая;5;женский;2;;
Челябинская;Челябинск;Героическая;5;мужской;2;;
Челябинская;Челябинск;Героическая;50;женский;3;;
Челябинская;Челябинск;Героическая;50;мужской;2;;
Челябинская;Челябинск;Героическая;51;женский;1;;
Челябинская;Челябинск;Героическая;51;мужской;1;;
Челябинская;Челябинск;Героическая;52;женский;1;;
Челябинская;Челябинск;Героическая;53;женский;3;;
Челябинская;Челябинск;Героическая;54;женский;1;;
Челябинская;Челябинск;Героическая;55;женский;1;;
Челябинская;Челябинск;Героическая;56;женский;2;;
Челябинская;Челябинск;Героическая;56;мужской;2;;
Челябинская;Челябинск;Героическая;59;женский;2;;
Челябинская;Челябинск;Героическая;6;мужской;1;;
Челябинская;Челябинск;Героическая;61;мужской;2;;
Челябинская;Челябинск;Героическая;63;женский;2;;
Челябинская;Челябинск;Героическая;65;женский;1;;
Челябинская;Челябинск;Героическая;65;мужской;2;;
Челябинская;Челябинск;Героическая;69;женский;3;;
Челябинская;Челябинск;Героическая;7;женский;1;;
Челябинская;Челябинск;Героическая;7;мужской;1;;
Челябинская;Челябинск;Героическая;71;женский;2;;
Челябинская;Челябинск;Героическая;71;мужской;1;;
Челябинская;Челябинск;Героическая;71А;мужской;2;;
Челябинская;Челябинск;Героическая;8;женский;1;;
Челябинская;Челябинск;Героическая;8;мужской;1;;
Челябинская;Челябинск;Героическая;9;женский;1;;
Челябинская;Челябинск;Героя России Кислова;27;женский;37;;
Челябинская;Челябинск;Героя России Кислова;27;мужской;15;;
Челябинская;Челябинск;Героя России Кислова;2В;женский;1;;
Челябинская;Челябинск;Героя России Молодова;1;мужской;1;;
Челябинская;Челябинск;Героя России Молодова;10;женский;23;;
Челябинская;Челябинск;Героя России Молодова;10;мужской;16;;
Челябинская;Челябинск;Героя России Молодова;12;женский;27;;
Челябинская;Челябинск;Героя России Молодова;12;мужской;19;;
Челябинская;Челябинск;Героя России Молодова;13;женский;1;;
Челябинская;Челябинск;Героя России Молодова;13;мужской;2;;
Челябинская;Челябинск;Героя России Молодова;14;женский;48;;
Челябинская;Челябинск;Героя России Молодова;14;мужской;47;;
Челябинская;Челябинск;Героя России Молодова;14А;женский;1;;
Челябинская;Челябинск;Героя России Молодова;16;женский;30;;
Челябинская;Челябинск;Героя России Молодова;16;мужской;17;;
Челябинская;Челябинск;Героя России Молодова;17;женский;54;;
Челябинская;Челябинск;Героя России Молодова;17;мужской;45;;
Челябинская;Челябинск;Героя России Молодова;18;женский;21;;
Челябинская;Челябинск;Героя России Молодова;18;мужской;7;;
Челябинская;Челябинск;Героя России Молодова;19;женский;61;;
Челябинская;Челябинск;Героя России Молодова;19;мужской;48;;
Челябинская;Челябинск;Героя России Молодова;2;женский;37;;
Челябинская;Челябинск;Героя России Молодова;2;мужской;27;;
Челябинская;Челябинск;Героя России Молодова;20;женский;99;;
Челябинская;Челябинск;Героя России Молодова;20;мужской;47;;
Челябинская;Челябинск;Героя России Молодова;22;женский;78;;
Челябинская;Челябинск;Героя России Молодова;22;мужской;43;;
Челябинская;Челябинск;Героя России Молодова;23;мужской;1;;
Челябинская;Челябинск;Героя России Молодова;24;женский;89;;
Челябинская;Челябинск;Героя России Молодова;24;мужской;66;;
Челябинская;Челябинск;Героя России Молодова;26;женский;64;;
Челябинская;Челябинск;Героя России Молодова;26;мужской;43;;
Челябинская;Челябинск;Героя России Молодова;28;женский;82;;
Челябинская;Челябинск;Героя России Молодова;28;мужской;60;;
Челябинская;Челябинск;Героя России Молодова;3;женский;58;;
Челябинская;Челябинск;Героя России Молодова;3;мужской;39;;
Челябинская;Челябинск;Героя России Молодова;4;женский;91;;
Челябинская;Челябинск;Героя России Молодова;4;мужской;62;;
Челябинская;Челябинск;Героя России Молодова;5;женский;17;;
Челябинская;Челябинск;Героя России Молодова;5;мужской;12;;
Челябинская;Челябинск;Героя России Молодова;6;женский;42;;
Челябинская;Челябинск;Героя России Молодова;6;мужской;35;;
Челябинская;Челябинск;Героя России Молодова;64;мужской;1;;
Челябинская;Челябинск;Героя России Молодова;7;женский;64;;
Челябинская;Челябинск;Героя России Молодова;7;мужской;43;;
Челябинская;Челябинск;Героя России Молодова;8;женский;51;;
Челябинская;Челябинск;Героя России Молодова;8;мужской;33;;
Челябинская;Челябинск;Героя России Молодова;9;женский;13;;
Челябинская;Челябинск;Героя России Молодова;9;мужской;7;;
Челябинская;Челябинск;Героя России Родионова;10;женский;8;;
Челябинская;Челябинск;Героя России Родионова;10;мужской;7;;
Челябинская;Челябинск;Героя России Родионова;100;мужской;1;;
Челябинская;Челябинск;Героя России Родионова;113;мужской;1;;
Челябинская;Челябинск;Героя России Родионова;12;женский;12;;
Челябинская;Челябинск;Героя России Родионова;12;мужской;5;;
Челябинская;Челябинск;Героя России Родионова;13;женский;127;;
Челябинская;Челябинск;Героя России Родионова;13;мужской;65;;
Челябинская;Челябинск;Героя России Родионова;13А;женский;3;;
Челябинская;Челябинск;Героя России Родионова;13В;женский;2;;
Челябинская;Челябинск;Героя России Родионова;15;женский;49;;
Челябинская;Челябинск;Героя России Родионова;15;мужской;23;;
Челябинская;Челябинск;Героя России Родионова;15А;женский;1;;
Челябинская;Челябинск;Героя России Родионова;15А;мужской;1;;
Челябинская;Челябинск;Героя России Родионова;15Д;мужской;1;;
Челябинская;Челябинск;Героя России Родионова;17;женский;83;;
Челябинская;Челябинск;Героя России Родионова;17;мужской;35;;
Челябинская;Челябинск;Героя России Родионова;17Ё;женский;1;;
Челябинская;Челябинск;Героя России Родионова;17А;женский;1;;
Челябинская;Челябинск;Героя России Родионова;17В;женский;1;;
Челябинская;Челябинск;Героя России Родионова;19;женский;83;;
Челябинская;Челябинск;Героя России Родионова;19;мужской;33;;
Челябинская;Челябинск;Героя России Родионова;19А;мужской;1;;
Челябинская;Челябинск;Героя России Родионова;19Б;женский;1;;
Челябинская;Челябинск;Героя России Родионова;27;мужской;1;;
Челябинская;Челябинск;Героя России Родионова;4;женский;15;;
Челябинская;Челябинск;Героя России Родионова;4;мужской;7;;
Челябинская;Челябинск;Героя России Родионова;6;женский;46;;
Челябинская;Челябинск;Героя России Родионова;6;мужской;27;;
Челябинская;Челябинск;Героя России Родионова;6А;мужской;1;;
Челябинская;Челябинск;Героя России Родионова;8;женский;44;;
Челябинская;Челябинск;Героя России Родионова;8;мужской;17;;
Челябинская;Челябинск;Героя России Родионова;8А;женский;1;;
Челябинская;Челябинск;Героя России Яковлева;1;женский;51;;
Челябинская;Челябинск;Героя России Яковлева;1;мужской;34;;
Челябинская;Челябинск;Героя России Яковлева;11;женский;40;;
Челябинская;Челябинск;Героя России Яковлева;11;мужской;26;;
Челябинская;Челябинск;Героя России Яковлева;11А;женский;1;;
Челябинская;Челябинск;Героя России Яковлева;11Б;женский;1;;
Челябинская;Челябинск;Героя России Яковлева;13;женский;17;;
Челябинская;Челябинск;Героя России Яковлева;13;мужской;7;;
Челябинская;Челябинск;Героя России Яковлева;15;женский;3;;
Челябинская;Челябинск;Героя России Яковлева;15;мужской;1;;
Челябинская;Челябинск;Героя России Яковлева;17;женский;3;;
Челябинская;Челябинск;Героя России Яковлева;17;мужской;1;;
Челябинская;Челябинск;Героя России Яковлева;1Б;мужской;1;;
Челябинская;Челябинск;Героя России Яковлева;27;женский;1;;
Челябинская;Челябинск;Героя России Яковлева;29;мужской;1;;
Челябинская;Челябинск;Героя России Яковлева;3;женский;68;;
Челябинская;Челябинск;Героя России Яковлева;3;мужской;46;;
Челябинская;Челябинск;Героя России Яковлева;3А;женский;1;;
Челябинская;Челябинск;Героя России Яковлева;3А;мужской;1;;
Челябинская;Челябинск;Героя России Яковлева;3Б;мужской;1;;
Челябинская;Челябинск;Героя России Яковлева;4;женский;1;;
Челябинская;Челябинск;Героя России Яковлева;5;женский;92;;
Челябинская;Челябинск;Героя России Яковлева;5;мужской;74;;
Челябинская;Челябинск;Героя России Яковлева;6;женский;1;;
Челябинская;Челябинск;Героя России Яковлева;7;женский;64;;
Челябинская;Челябинск;Героя России Яковлева;7;мужской;26;;
Челябинская;Челябинск;Героя России Яковлева;7Б;женский;2;;
Челябинская;Челябинск;Героя России Яковлева;9;женский;32;;
Челябинская;Челябинск;Героя России Яковлева;9;мужской;27;;
Челябинская;Челябинск;Героя России Яковлева;9А;женский;1;;
Челябинская;Челябинск;Герцена;10;женский;1;;
Челябинская;Челябинск;Герцена;11А;женский;2;;
Челябинская;Челябинск;Герцена;11А;мужской;1;;
Челябинская;Челябинск;Герцена;14;женский;1;;
Челябинская;Челябинск;Герцена;14;мужской;2;;
Челябинская;Челябинск;Герцена;16;женский;3;;
Челябинская;Челябинск;Герцена;16А;мужской;1;;
Челябинская;Челябинск;Герцена;18;женский;3;;
Челябинская;Челябинск;Герцена;18;мужской;2;;
Челябинская;Челябинск;Герцена;2;женский;1;;
Челябинская;Челябинск;Герцена;2;мужской;1;;
Челябинская;Челябинск;Герцена;22;женский;2;;
Челябинская;Челябинск;Герцена;24;женский;1;;
Челябинская;Челябинск;Герцена;26;женский;1;;
Челябинская;Челябинск;Герцена;3А;женский;3;;
Челябинская;Челябинск;Герцена;3А;мужской;1;;
Челябинская;Челябинск;Герцена;4;женский;1;;
Челябинская;Челябинск;Герцена;40А;мужской;1;;
Челябинская;Челябинск;Герцена;5;женский;89;;
Челябинская;Челябинск;Герцена;5;мужской;58;;
Челябинская;Челябинск;Герцена;5А;женский;5;;
Челябинская;Челябинск;Герцена;5А;мужской;2;;
Челябинская;Челябинск;Герцена;6;женский;1;;
Челябинская;Челябинск;Герцена;7;женский;2;;
Челябинская;Челябинск;Герцена;7А;женский;2;;
Челябинская;Челябинск;Герцена;7А;мужской;2;;
Челябинская;Челябинск;Герцена;8;мужской;2;;
Челябинская;Челябинск;Герцена;9А;женский;2;;
Челябинская;Челябинск;Герцена;9А;мужской;1;;
Челябинская;Челябинск;Гиацинтовая;13;женский;2;;
Челябинская;Челябинск;Гиацинтовая;14;женский;1;;
Челябинская;Челябинск;Гиацинтовая;2;мужской;1;;
Челябинская;Челябинск;Гиацинтовая;24;мужской;1;;
Челябинская;Челябинск;Гиацинтовая;4;женский;1;;
Челябинская;Челябинск;Гиацинтовая;4;мужской;1;;
Челябинская;Челябинск;Гиацинтовая;7;мужской;1;;
Челябинская;Челябинск;Гидрострой;1;женский;21;;
Челябинская;Челябинск;Гидрострой;1;мужской;18;;
Челябинская;Челябинск;Гидрострой;10;женский;7;;
Челябинская;Челябинск;Гидрострой;10;мужской;5;;
Челябинская;Челябинск;Гидрострой;11;женский;4;;
Челябинская;Челябинск;Гидрострой;11;мужской;3;;
Челябинская;Челябинск;Гидрострой;11В;женский;1;;
Челябинская;Челябинск;Гидрострой;12;мужской;1;;
Челябинская;Челябинск;Гидрострой;13;женский;12;;
Челябинская;Челябинск;Гидрострой;13;мужской;12;;
Челябинская;Челябинск;Гидрострой;13А;женский;5;;
Челябинская;Челябинск;Гидрострой;13А;мужской;3;;
Челябинская;Челябинск;Гидрострой;15;женский;17;;
Челябинская;Челябинск;Гидрострой;15;мужской;12;;
Челябинская;Челябинск;Гидрострой;16;мужской;1;;
Челябинская;Челябинск;Гидрострой;16А;женский;2;;
Челябинская;Челябинск;Гидрострой;16А;мужской;2;;
Челябинская;Челябинск;Гидрострой;17;женский;4;;
Челябинская;Челябинск;Гидрострой;17;мужской;4;;
Челябинская;Челябинск;Гидрострой;18;женский;2;;
Челябинская;Челябинск;Гидрострой;18;мужской;2;;
Челябинская;Челябинск;Гидрострой;18А;женский;1;;
Челябинская;Челябинск;Гидрострой;18А;мужской;1;;
Челябинская;Челябинск;Гидрострой;19;женский;6;;
Челябинская;Челябинск;Гидрострой;19;мужской;2;;
Челябинская;Челябинск;Гидрострой;2;женский;16;;
Челябинская;Челябинск;Гидрострой;2;мужской;5;;
Челябинская;Челябинск;Гидрострой;20;женский;3;;
Челябинская;Челябинск;Гидрострой;20;мужской;2;;
Челябинская;Челябинск;Гидрострой;20А;женский;1;;
Челябинская;Челябинск;Гидрострой;20А;мужской;2;;
Челябинская;Челябинск;Гидрострой;21;женский;4;;
Челябинская;Челябинск;Гидрострой;21;мужской;1;;
Челябинская;Челябинск;Гидрострой;22;женский;4;;
Челябинская;Челябинск;Гидрострой;22;мужской;3;;
Челябинская;Челябинск;Гидрострой;23;женский;3;;
Челябинская;Челябинск;Гидрострой;23;мужской;2;;
Челябинская;Челябинск;Гидрострой;23А;женский;1;;
Челябинская;Челябинск;Гидрострой;23А;мужской;1;;
Челябинская;Челябинск;Гидрострой;24;женский;3;;
Челябинская;Челябинск;Гидрострой;25;женский;3;;
Челябинская;Челябинск;Гидрострой;25;мужской;1;;
Челябинская;Челябинск;Гидрострой;26;женский;2;;
Челябинская;Челябинск;Гидрострой;26;мужской;2;;
Челябинская;Челябинск;Гидрострой;27;женский;3;;
Челябинская;Челябинск;Гидрострой;27;мужской;4;;
Челябинская;Челябинск;Гидрострой;28;мужской;4;;
Челябинская;Челябинск;Гидрострой;3;женский;1;;
Челябинская;Челябинск;Гидрострой;3;мужской;2;;
Челябинская;Челябинск;Гидрострой;4;женский;1;;
Челябинская;Челябинск;Гидрострой;4;мужской;2;;
Челябинская;Челябинск;Гидрострой;6;мужской;2;;
Челябинская;Челябинск;Гидрострой;7;женский;1;;
Челябинская;Челябинск;Гидрострой;8;женский;13;;
Челябинская;Челябинск;Гидрострой;8;мужской;6;;
Челябинская;Челябинск;Гидрострой;8В;женский;1;;
Челябинская;Челябинск;Гидрострой;NAN;женский;1;;
Челябинская;Челябинск;Главная;14;женский;3;;
Челябинская;Челябинск;Главная;14;мужской;3;;
Челябинская;Челябинск;Главная;16;женский;1;;
Челябинская;Челябинск;Главная;16А;женский;1;;
Челябинская;Челябинск;Главная;16А;мужской;1;;
Челябинская;Челябинск;Главная;18;мужской;3;;
Челябинская;Челябинск;Главная;20;женский;1;;
Челябинская;Челябинск;Главная;20;мужской;1;;
Челябинская;Челябинск;Главная;24;женский;26;;
Челябинская;Челябинск;Главная;24;мужской;13;;
Челябинская;Челябинск;Главная;25;женский;1;;
Челябинская;Челябинск;Главная;25;мужской;1;;
Челябинская;Челябинск;Главная;27;женский;1;;
Челябинская;Челябинск;Главная;27;мужской;1;;
Челябинская;Челябинск;Главная;32;женский;2;;
Челябинская;Челябинск;Главная;32;мужской;1;;
Челябинская;Челябинск;Главная;34;женский;3;;
Челябинская;Челябинск;Главная;34;мужской;3;;
Челябинская;Челябинск;Главная;36;женский;3;;
Челябинская;Челябинск;Главная;38;мужской;2;;
Челябинская;Челябинск;Главная;4;женский;25;;
Челябинская;Челябинск;Главная;4;мужской;28;;
Челябинская;Челябинск;Главная;6;женский;71;;
Челябинская;Челябинск;Главная;6;мужской;58;;
Челябинская;Челябинск;Главная;6А;мужской;1;;
Челябинская;Челябинск;Главная;9;женский;1;;
Челябинская;Челябинск;Глазунова;10;женский;1;;
Челябинская;Челябинск;Глазунова;2;мужской;1;;
Челябинская;Челябинск;Глазунова;3;мужской;1;;
Челябинская;Челябинск;Глазунова;4;женский;1;;
Челябинская;Челябинск;Глазунова;4;мужской;1;;
Челябинская;Челябинск;Глазунова;4А;женский;1;;
Челябинская;Челябинск;Глазунова;6;женский;1;;
Челябинская;Челябинск;Глазунова;6;мужской;1;;
Челябинская;Челябинск;Глазунова;7;женский;2;;
Челябинская;Челябинск;Глазунова;7;мужской;1;;
Челябинская;Челябинск;Глазунова;8;женский;1;;
Челябинская;Челябинск;Глазунова;8;мужской;1;;
Челябинская;Челябинск;Гоголя;1;женский;4;;
Челябинская;Челябинск;Гоголя;10;женский;2;;
Челябинская;Челябинск;Гоголя;10;мужской;1;;
Челябинская;Челябинск;Гоголя;11;женский;1;;
Челябинская;Челябинск;Гоголя;11;мужской;1;;
Челябинская;Челябинск;Гоголя;16;женский;2;;
Челябинская;Челябинск;Гоголя;16;мужской;2;;
Челябинская;Челябинск;Гоголя;17;мужской;1;;
Челябинская;Челябинск;Гоголя;1А;мужской;1;;
Челябинская;Челябинск;Гоголя;2;женский;1;;
Челябинская;Челябинск;Гоголя;2;мужской;2;;
Челябинская;Челябинск;Гоголя;21;женский;1;;
Челябинская;Челябинск;Гоголя;22;мужской;2;;
Челябинская;Челябинск;Гоголя;23;женский;1;;
Челябинская;Челябинск;Гоголя;26;женский;1;;
Челябинская;Челябинск;Гоголя;26;мужской;2;;
Челябинская;Челябинск;Гоголя;27;женский;2;;
Челябинская;Челябинск;Гоголя;27;мужской;3;;
Челябинская;Челябинск;Гоголя;2А;женский;2;;
