REGION;CITY;addr:street;addr:housenumber;SEX;count;;
Челябинская;Челябинск;Норильский 1-й;13;мужской;1;;
Челябинская;Челябинск;Норильский 1-й;14;женский;2;;
Челябинская;Челябинск;Норильский 1-й;15;женский;1;;
Челябинская;Челябинск;Норильский 1-й;15;мужской;1;;
Челябинская;Челябинск;Норильский 1-й;16;мужской;1;;
Челябинская;Челябинск;Норильский 1-й;5;женский;1;;
Челябинская;Челябинск;Норильский 1-й;5;мужской;3;;
Челябинская;Челябинск;Норильский 1-й;6;женский;1;;
Челябинская;Челябинск;Норильский 1-й;6;мужской;1;;
Челябинская;Челябинск;Норильский 1-й;7;женский;3;;
Челябинская;Челябинск;Норильский 1-й;7;мужской;1;;
Челябинская;Челябинск;Норильский 1-й;8;женский;1;;
Челябинская;Челябинск;Норильский 1-й;8;мужской;1;;
Челябинская;Челябинск;Норильский 1-й;9;мужской;1;;
Челябинская;Челябинск;Норильский 2-й;10;женский;1;;
Челябинская;Челябинск;Норильский 2-й;11;женский;2;;
Челябинская;Челябинск;Норильский 2-й;11;мужской;3;;
Челябинская;Челябинск;Норильский 2-й;12;женский;1;;
Челябинская;Челябинск;Норильский 2-й;12;мужской;3;;
Челябинская;Челябинск;Норильский 2-й;13;женский;3;;
Челябинская;Челябинск;Норильский 2-й;13;мужской;1;;
Челябинская;Челябинск;Норильский 2-й;14;женский;4;;
Челябинская;Челябинск;Норильский 2-й;14;мужской;1;;
Челябинская;Челябинск;Норильский 2-й;15;женский;1;;
Челябинская;Челябинск;Норильский 2-й;16;женский;1;;
Челябинская;Челябинск;Норильский 2-й;16;мужской;2;;
Челябинская;Челябинск;Норильский 2-й;3;мужской;1;;
Челябинская;Челябинск;Норильский 2-й;4;мужской;1;;
Челябинская;Челябинск;Норильский 2-й;6;женский;2;;
Челябинская;Челябинск;Норильский 2-й;7;женский;1;;
Челябинская;Челябинск;Норильский 2-й;7;мужской;1;;
Челябинская;Челябинск;Норильский 2-й;8;женский;1;;
Челябинская;Челябинск;Норильский 2-й;8;мужской;1;;
Челябинская;Челябинск;Норильский 2-й;9;мужской;1;;
Челябинская;Челябинск;Норильский 3-й;11;женский;2;;
Челябинская;Челябинск;Норильский 3-й;12;женский;1;;
Челябинская;Челябинск;Норильский 3-й;12;мужской;2;;
Челябинская;Челябинск;Норильский 3-й;13;женский;1;;
Челябинская;Челябинск;Норильский 3-й;14;женский;1;;
Челябинская;Челябинск;Норильский 3-й;14;мужской;1;;
Челябинская;Челябинск;Норильский 3-й;15;женский;2;;
Челябинская;Челябинск;Норильский 3-й;15;мужской;2;;
Челябинская;Челябинск;Норильский 3-й;16;женский;7;;
Челябинская;Челябинск;Норильский 3-й;3;женский;1;;
Челябинская;Челябинск;Норильский 3-й;3;мужской;2;;
Челябинская;Челябинск;Норильский 3-й;4;женский;2;;
Челябинская;Челябинск;Норильский 3-й;4;мужской;2;;
Челябинская;Челябинск;Норильский 3-й;5;мужской;1;;
Челябинская;Челябинск;Норильский 3-й;7;женский;1;;
Челябинская;Челябинск;Норильский 3-й;7;мужской;2;;
Челябинская;Челябинск;Норильский 3-й;8;мужской;1;;
Челябинская;Челябинск;Норильский 3-й;9;женский;3;;
Челябинская;Челябинск;Норильский 4-й;10;женский;1;;
Челябинская;Челябинск;Норильский 4-й;10;мужской;1;;
Челябинская;Челябинск;Норильский 4-й;11;женский;2;;
Челябинская;Челябинск;Норильский 4-й;11;мужской;1;;
Челябинская;Челябинск;Норильский 4-й;12;женский;2;;
Челябинская;Челябинск;Норильский 4-й;12;мужской;1;;
Челябинская;Челябинск;Норильский 4-й;13;женский;2;;
Челябинская;Челябинск;Норильский 4-й;13;мужской;2;;
Челябинская;Челябинск;Норильский 4-й;15;женский;2;;
Челябинская;Челябинск;Норильский 4-й;15;мужской;1;;
Челябинская;Челябинск;Норильский 4-й;16;женский;2;;
Челябинская;Челябинск;Норильский 4-й;2;женский;1;;
Челябинская;Челябинск;Норильский 4-й;2;мужской;1;;
Челябинская;Челябинск;Норильский 4-й;3;женский;1;;
Челябинская;Челябинск;Норильский 4-й;3;мужской;3;;
Челябинская;Челябинск;Норильский 4-й;3А;женский;2;;
Челябинская;Челябинск;Норильский 4-й;4;женский;1;;
Челябинская;Челябинск;Норильский 4-й;4;мужской;2;;
Челябинская;Челябинск;Норильский 4-й;5;женский;1;;
Челябинская;Челябинск;Норильский 4-й;6;женский;1;;
Челябинская;Челябинск;Норильский 4-й;9;женский;1;;
Челябинская;Челябинск;Норильский 4-й;9;мужской;1;;
Челябинская;Челябинск;Норильский 5-й;10;женский;2;;
Челябинская;Челябинск;Норильский 5-й;2;женский;3;;
Челябинская;Челябинск;Норильский 5-й;2;мужской;3;;
Челябинская;Челябинск;Норильский 5-й;4;женский;2;;
Челябинская;Челябинск;Норильский 5-й;6;женский;2;;
Челябинская;Челябинск;Норильский 5-й;6;мужской;2;;
Челябинская;Челябинск;Норильский 5-й;8;женский;2;;
Челябинская;Челябинск;Норильский 5-й;8;мужской;1;;
Челябинская;Челябинск;Нязепетровская;11;женский;5;;
Челябинская;Челябинск;Нязепетровская;11;мужской;3;;
Челябинская;Челябинск;Нязепетровская;11А;женский;2;;
Челябинская;Челябинск;Нязепетровская;11А;мужской;1;;
Челябинская;Челябинск;Нязепетровская;12;женский;2;;
Челябинская;Челябинск;Нязепетровская;12;мужской;1;;
Челябинская;Челябинск;Нязепетровская;13;женский;3;;
Челябинская;Челябинск;Нязепетровская;13;мужской;2;;
Челябинская;Челябинск;Нязепетровская;15;женский;3;;
Челябинская;Челябинск;Нязепетровская;15;мужской;1;;
Челябинская;Челябинск;Нязепетровская;16;женский;3;;
Челябинская;Челябинск;Нязепетровская;16;мужской;2;;
Челябинская;Челябинск;Нязепетровская;18;женский;1;;
Челябинская;Челябинск;Нязепетровская;18;мужской;1;;
Челябинская;Челябинск;Нязепетровская;19;женский;1;;
Челябинская;Челябинск;Нязепетровская;19;мужской;4;;
Челябинская;Челябинск;Нязепетровская;2;мужской;1;;
Челябинская;Челябинск;Нязепетровская;20;женский;1;;
Челябинская;Челябинск;Нязепетровская;4;женский;1;;
Челябинская;Челябинск;Нязепетровская;5;женский;1;;
Челябинская;Челябинск;Нязепетровская;5;мужской;1;;
Челябинская;Челябинск;Нязепетровская;6;женский;2;;
Челябинская;Челябинск;Нязепетровская;6;мужской;2;;
Челябинская;Челябинск;Нязепетровская;8;женский;2;;
Челябинская;Челябинск;Нязепетровская;8;мужской;4;;
Челябинская;Челябинск;ОПСМ-42;1;женский;1;;
Челябинская;Челябинск;ОПСМ-42;1;мужской;1;;
Челябинская;Челябинск;ОПСМ-42;2;женский;2;;
Челябинская;Челябинск;ОПСМ-42;26;мужской;1;;
Челябинская;Челябинск;ОПСМ-42;3;мужской;2;;
Челябинская;Челябинск;ОПСМ-42;4;женский;2;;
Челябинская;Челябинск;ОПСМ-42;4;мужской;4;;
Челябинская;Челябинск;ОПСМ-42;42;женский;1;;
Челябинская;Челябинск;ОПСМ-42;5;женский;2;;
Челябинская;Челябинск;ОПСМ-42;5;мужской;1;;
Челябинская;Челябинск;ОПСМ-42;6;женский;5;;
Челябинская;Челябинск;ОПСМ-42;6;мужской;5;;
Челябинская;Челябинск;ОПСМ-42;7;женский;1;;
Челябинская;Челябинск;Облепиховая;1;женский;1;;
Челябинская;Челябинск;Облепиховая;1;мужской;1;;
Челябинская;Челябинск;Облепиховая;10;женский;1;;
Челябинская;Челябинск;Облепиховая;14;женский;1;;
Челябинская;Челябинск;Облепиховая;14;мужской;1;;
Челябинская;Челябинск;Облепиховая;4;женский;1;;
Челябинская;Челябинск;Облепиховая;4;мужской;1;;
Челябинская;Челябинск;Облепиховая;5;женский;2;;
Челябинская;Челябинск;Облепиховая;6;женский;1;;
Челябинская;Челябинск;Облепиховая;6;мужской;1;;
Челябинская;Челябинск;Облепиховая;8;женский;1;;
Челябинская;Челябинск;Образцова;1;женский;19;;
Челябинская;Челябинск;Образцова;1;мужской;11;;
Челябинская;Челябинск;Образцова;10;женский;54;;
Челябинская;Челябинск;Образцова;10;мужской;45;;
Челябинская;Челябинск;Образцова;11;женский;92;;
Челябинская;Челябинск;Образцова;11;мужской;55;;
Челябинская;Челябинск;Образцова;119;мужской;1;;
Челябинская;Челябинск;Образцова;12;женский;27;;
Челябинская;Челябинск;Образцова;12;мужской;14;;
Челябинская;Челябинск;Образцова;13;женский;18;;
Челябинская;Челябинск;Образцова;13;мужской;16;;
Челябинская;Челябинск;Образцова;13А;женский;54;;
Челябинская;Челябинск;Образцова;13А;мужской;45;;
Челябинская;Челябинск;Образцова;14;мужской;1;;
Челябинская;Челябинск;Образцова;15;женский;64;;
Челябинская;Челябинск;Образцова;15;мужской;35;;
Челябинская;Челябинск;Образцова;16;женский;18;;
Челябинская;Челябинск;Образцова;16;мужской;7;;
Челябинская;Челябинск;Образцова;17;женский;56;;
Челябинская;Челябинск;Образцова;17;мужской;31;;
Челябинская;Челябинск;Образцова;18;женский;83;;
Челябинская;Челябинск;Образцова;18;мужской;57;;
Челябинская;Челябинск;Образцова;19;женский;56;;
Челябинская;Челябинск;Образцова;19;мужской;52;;
Челябинская;Челябинск;Образцова;19А;женский;58;;
Челябинская;Челябинск;Образцова;19А;мужской;46;;
Челябинская;Челябинск;Образцова;2;мужской;1;;
Челябинская;Челябинск;Образцова;20;женский;74;;
Челябинская;Челябинск;Образцова;20;мужской;52;;
Челябинская;Челябинск;Образцова;21;женский;101;;
Челябинская;Челябинск;Образцова;21;мужской;80;;
Челябинская;Челябинск;Образцова;22;женский;82;;
Челябинская;Челябинск;Образцова;22;мужской;47;;
Челябинская;Челябинск;Образцова;22А;женский;1;;
Челябинская;Челябинск;Образцова;23;женский;50;;
Челябинская;Челябинск;Образцова;23;мужской;51;;
Челябинская;Челябинск;Образцова;23А;мужской;1;;
Челябинская;Челябинск;Образцова;24;женский;47;;
Челябинская;Челябинск;Образцова;24;мужской;33;;
Челябинская;Челябинск;Образцова;25;женский;18;;
Челябинская;Челябинск;Образцова;25;мужской;13;;
Челябинская;Челябинск;Образцова;26;женский;13;;
Челябинская;Челябинск;Образцова;26;мужской;17;;
Челябинская;Челябинск;Образцова;26А;женский;90;;
Челябинская;Челябинск;Образцова;26А;мужской;38;;
Челябинская;Челябинск;Образцова;28;женский;12;;
Челябинская;Челябинск;Образцова;28;мужской;12;;
Челябинская;Челябинск;Образцова;28А;мужской;1;;
Челябинская;Челябинск;Образцова;3;женский;23;;
Челябинская;Челябинск;Образцова;3;мужской;12;;
Челябинская;Челябинск;Образцова;4;женский;2;;
Челябинская;Челябинск;Образцова;4;мужской;3;;
Челябинская;Челябинск;Образцова;46;мужской;1;;
Челябинская;Челябинск;Образцова;47;женский;1;;
Челябинская;Челябинск;Образцова;5;женский;45;;
Челябинская;Челябинск;Образцова;5;мужской;29;;
Челябинская;Челябинск;Образцова;6;женский;1;;
Челябинская;Челябинск;Образцова;7;женский;17;;
Челябинская;Челябинск;Образцова;7;мужской;9;;
Челябинская;Челябинск;Образцова;8;женский;5;;
Челябинская;Челябинск;Образцова;8;мужской;1;;
Челябинская;Челябинск;Обская;11;женский;1;;
Челябинская;Челябинск;Обская;11;мужской;1;;
Челябинская;Челябинск;Обская;14;мужской;1;;
Челябинская;Челябинск;Обская;16;женский;2;;
Челябинская;Челябинск;Обская;16;мужской;1;;
Челябинская;Челябинск;Обская;17;женский;1;;
Челябинская;Челябинск;Обская;17;мужской;3;;
Челябинская;Челябинск;Обская;19;женский;2;;
Челябинская;Челябинск;Обская;19;мужской;2;;
Челябинская;Челябинск;Обская;2;женский;205;;
Челябинская;Челябинск;Обская;2;мужской;121;;
Челябинская;Челябинск;Обская;21;мужской;2;;
Челябинская;Челябинск;Обская;22;женский;2;;
Челябинская;Челябинск;Обская;23;мужской;3;;
Челябинская;Челябинск;Обская;24;женский;1;;
Челябинская;Челябинск;Обская;24;мужской;3;;
Челябинская;Челябинск;Обская;25;женский;2;;
Челябинская;Челябинск;Обская;25;мужской;2;;
Челябинская;Челябинск;Обская;26;женский;2;;
Челябинская;Челябинск;Обская;26;мужской;2;;
Челябинская;Челябинск;Обская;27;женский;1;;
Челябинская;Челябинск;Обская;28;женский;1;;
Челябинская;Челябинск;Обская;29;женский;2;;
Челябинская;Челябинск;Обская;29;мужской;1;;
Челябинская;Челябинск;Обская;30;женский;1;;
Челябинская;Челябинск;Обская;31;женский;1;;
Челябинская;Челябинск;Обская;31;мужской;3;;
Челябинская;Челябинск;Обская;32;мужской;1;;
Челябинская;Челябинск;Обская;33А;женский;4;;
Челябинская;Челябинск;Обская;34;мужской;2;;
Челябинская;Челябинск;Обская;35;женский;1;;
Челябинская;Челябинск;Обская;35;мужской;1;;
Челябинская;Челябинск;Обская;36;женский;1;;
Челябинская;Челябинск;Обская;37;женский;2;;
Челябинская;Челябинск;Обская;37;мужской;2;;
Челябинская;Челябинск;Обская;39;женский;3;;
Челябинская;Челябинск;Обская;39;мужской;1;;
Челябинская;Челябинск;Обская;4;женский;2;;
Челябинская;Челябинск;Обская;41;мужской;1;;
Челябинская;Челябинск;Обская;42;женский;1;;
Челябинская;Челябинск;Обская;43;женский;2;;
Челябинская;Челябинск;Обская;43;мужской;1;;
Челябинская;Челябинск;Обская;44;женский;2;;
Челябинская;Челябинск;Обская;44;мужской;2;;
Челябинская;Челябинск;Обская;44А;женский;2;;
Челябинская;Челябинск;Обская;44А;мужской;3;;
Челябинская;Челябинск;Обская;46;мужской;3;;
Челябинская;Челябинск;Обская;48;женский;1;;
Челябинская;Челябинск;Обская;48;мужской;2;;
Челябинская;Челябинск;Обская;49;женский;1;;
Челябинская;Челябинск;Обская;49;мужской;1;;
Челябинская;Челябинск;Обская;4А;женский;67;;
Челябинская;Челябинск;Обская;4А;мужской;58;;
Челябинская;Челябинск;Обская;5;мужской;1;;
Челябинская;Челябинск;Обская;54;женский;7;;
Челябинская;Челябинск;Обская;54;мужской;3;;
Челябинская;Челябинск;Обская;55;мужской;1;;
Челябинская;Челябинск;Обская;57;женский;3;;
Челябинская;Челябинск;Обская;57;мужской;1;;
Челябинская;Челябинск;Обская;57Б;мужской;1;;
Челябинская;Челябинск;Обская;5А;женский;2;;
Челябинская;Челябинск;Обская;6;женский;142;;
Челябинская;Челябинск;Обская;6;мужской;87;;
Челябинская;Челябинск;Обская;65;женский;1;;
Челябинская;Челябинск;Обская;6А;женский;1;;
Челябинская;Челябинск;Обская;7;женский;1;;
Челябинская;Челябинск;Обская;84А;мужской;1;;
Челябинская;Челябинск;Обская;9;мужской;1;;
Челябинская;Челябинск;Обский;1;мужской;1;;
Челябинская;Челябинск;Обский;18;женский;1;;
Челябинская;Челябинск;Обский;2;женский;2;;
Челябинская;Челябинск;Обский;2;мужской;1;;
Челябинская;Челябинск;Обский;4;женский;2;;
Челябинская;Челябинск;Обский;4;мужской;3;;
Челябинская;Челябинск;Обский;5;женский;1;;
Челябинская;Челябинск;Обский;5;мужской;3;;
Челябинская;Челябинск;Обский;6;женский;2;;
Челябинская;Челябинск;Обухова;1;женский;18;;
Челябинская;Челябинск;Обухова;1;мужской;13;;
Челябинская;Челябинск;Обухова;15;мужской;1;;
Челябинская;Челябинск;Обухова;2;женский;83;;
Челябинская;Челябинск;Обухова;2;мужской;52;;
Челябинская;Челябинск;Обухова;3;женский;20;;
Челябинская;Челябинск;Обухова;3;мужской;8;;
Челябинская;Челябинск;Обухова;3А;мужской;1;;
Челябинская;Челябинск;Обухова;4;женский;63;;
Челябинская;Челябинск;Обухова;4;мужской;41;;
Челябинская;Челябинск;Обухова;42;мужской;1;;
Челябинская;Челябинск;Обухова;5;женский;11;;
Челябинская;Челябинск;Обухова;5;мужской;12;;
Челябинская;Челябинск;Обухова;6;женский;73;;
Челябинская;Челябинск;Обухова;6;мужской;42;;
Челябинская;Челябинск;Обухова;8;женский;33;;
Челябинская;Челябинск;Обухова;8;мужской;21;;
Челябинская;Челябинск;Обухова;9;женский;27;;
Челябинская;Челябинск;Обухова;9;мужской;14;;
Челябинская;Челябинск;Общественная;2;женский;4;;
Челябинская;Челябинск;Общественная;2;мужской;3;;
Челябинская;Челябинск;Общественная;3;женский;2;;
Челябинская;Челябинск;Общественная;4;женский;2;;
Челябинская;Челябинск;Общественная;4;мужской;4;;
Челябинская;Челябинск;Общественная;5;женский;2;;
Челябинская;Челябинск;Овражный;1;женский;1;;
Челябинская;Челябинск;Овражный;1;мужской;3;;
Челябинская;Челябинск;Овражный;10;женский;2;;
Челябинская;Челябинск;Овражный;11;женский;1;;
Челябинская;Челябинск;Овражный;11;мужской;1;;
Челябинская;Челябинск;Овражный;12;женский;3;;
Челябинская;Челябинск;Овражный;12;мужской;3;;
Челябинская;Челябинск;Овражный;14;женский;1;;
Челябинская;Челябинск;Овражный;15;женский;1;;
Челябинская;Челябинск;Овражный;15;мужской;2;;
Челябинская;Челябинск;Овражный;22;женский;1;;
Челябинская;Челябинск;Овражный;22;мужской;1;;
Челябинская;Челябинск;Овражный;24;женский;2;;
Челябинская;Челябинск;Овражный;24;мужской;2;;
Челябинская;Челябинск;Овражный;3;женский;1;;
Челябинская;Челябинск;Овражный;4;женский;1;;
Челябинская;Челябинск;Овражный;5;женский;2;;
Челябинская;Челябинск;Овражный;6;мужской;1;;
Челябинская;Челябинск;Овражный;7;женский;2;;
Челябинская;Челябинск;Овражный;7;мужской;1;;
Челябинская;Челябинск;Овражный;8;женский;1;;
Челябинская;Челябинск;Овражный;9;женский;1;;
Челябинская;Челябинск;Овражный;9;мужской;1;;
Челябинская;Челябинск;Овчинникова;10;женский;135;;
Челябинская;Челябинск;Овчинникова;10;мужской;91;;
Челябинская;Челябинск;Овчинникова;11;женский;57;;
Челябинская;Челябинск;Овчинникова;11;мужской;33;;
Челябинская;Челябинск;Овчинникова;11А;женский;65;;
Челябинская;Челябинск;Овчинникова;11А;мужской;31;;
Челябинская;Челябинск;Овчинникова;13;женский;63;;
Челябинская;Челябинск;Овчинникова;13;мужской;40;;
Челябинская;Челябинск;Овчинникова;13А;женский;57;;
Челябинская;Челябинск;Овчинникова;13А;мужской;36;;
Челябинская;Челябинск;Овчинникова;13Б;женский;1;;
Челябинская;Челябинск;Овчинникова;15;женский;61;;
Челябинская;Челябинск;Овчинникова;15;мужской;65;;
Челябинская;Челябинск;Овчинникова;15А;женский;60;;
Челябинская;Челябинск;Овчинникова;15А;мужской;46;;
Челябинская;Челябинск;Овчинникова;17;женский;166;;
Челябинская;Челябинск;Овчинникова;17;мужской;116;;
Челябинская;Челябинск;Овчинникова;17А;женский;41;;
Челябинская;Челябинск;Овчинникова;17А;мужской;28;;
Челябинская;Челябинск;Овчинникова;18;женский;35;;
Челябинская;Челябинск;Овчинникова;18;мужской;14;;
Челябинская;Челябинск;Овчинникова;18А;женский;10;;
Челябинская;Челябинск;Овчинникова;18А;мужской;9;;
Челябинская;Челябинск;Овчинникова;18Б;женский;29;;
Челябинская;Челябинск;Овчинникова;18Б;мужской;17;;
Челябинская;Челябинск;Овчинникова;20;женский;67;;
Челябинская;Челябинск;Овчинникова;20;мужской;36;;
Челябинская;Челябинск;Овчинникова;20А;женский;69;;
Челябинская;Челябинск;Овчинникова;20А;мужской;39;;
Челябинская;Челябинск;Овчинникова;22;женский;67;;
Челябинская;Челябинск;Овчинникова;22;мужской;36;;
Челябинская;Челябинск;Овчинникова;30;женский;1;;
Челябинская;Челябинск;Овчинникова;5;женский;40;;
Челябинская;Челябинск;Овчинникова;5;мужской;24;;
Челябинская;Челябинск;Овчинникова;5А;мужской;1;;
Челябинская;Челябинск;Овчинникова;6;женский;188;;
Челябинская;Челябинск;Овчинникова;6;мужской;127;;
Челябинская;Челябинск;Овчинникова;6А;женский;53;;
Челябинская;Челябинск;Овчинникова;6А;мужской;40;;
Челябинская;Челябинск;Овчинникова;6Б;женский;51;;
Челябинская;Челябинск;Овчинникова;6Б;мужской;26;;
Челябинская;Челябинск;Овчинникова;7;женский;63;;
Челябинская;Челябинск;Овчинникова;7;мужской;47;;
Челябинская;Челябинск;Овчинникова;7А;женский;2;;
Челябинская;Челябинск;Овчинникова;7Б;женский;83;;
Челябинская;Челябинск;Овчинникова;7Б;мужской;54;;
Челябинская;Челябинск;Овчинникова;8;женский;55;;
Челябинская;Челябинск;Овчинникова;8;мужской;40;;
Челябинская;Челябинск;Овчинникова;8А;женский;81;;
Челябинская;Челябинск;Овчинникова;8А;мужской;63;;
Челябинская;Челябинск;Овчинникова;9;женский;51;;
Челябинская;Челябинск;Овчинникова;9;мужской;25;;
Челябинская;Челябинск;Овчинникова;9А;женский;71;;
Челябинская;Челябинск;Овчинникова;9А;мужской;44;;
Челябинская;Челябинск;Овчинникова;9Б;женский;56;;
Челябинская;Челябинск;Овчинникова;9Б;мужской;37;;
Челябинская;Челябинск;Огневая;1;женский;1;;
Челябинская;Челябинск;Огневая;10;женский;1;;
Челябинская;Челябинск;Огневая;10;мужской;1;;
Челябинская;Челябинск;Огневая;12;женский;1;;
Челябинская;Челябинск;Огневая;12;мужской;2;;
Челябинская;Челябинск;Огневая;14;женский;1;;
Челябинская;Челябинск;Огневая;14;мужской;3;;
Челябинская;Челябинск;Огневая;15;женский;1;;
Челябинская;Челябинск;Огневая;18;женский;1;;
Челябинская;Челябинск;Огневая;20;женский;9;;
Челябинская;Челябинск;Огневая;20;мужской;11;;
Челябинская;Челябинск;Огневая;22;женский;12;;
Челябинская;Челябинск;Огневая;22;мужской;11;;
Челябинская;Челябинск;Огневая;24;женский;20;;
Челябинская;Челябинск;Огневая;24;мужской;15;;
Челябинская;Челябинск;Огневая;24А;мужской;1;;
Челябинская;Челябинск;Огневая;26;женский;38;;
Челябинская;Челябинск;Огневая;26;мужской;29;;
Челябинская;Челябинск;Огневая;28;женский;90;;
Челябинская;Челябинск;Огневая;28;мужской;86;;
Челябинская;Челябинск;Огневая;28А;женский;2;;
Челябинская;Челябинск;Огневая;5;женский;1;;
Челябинская;Челябинск;Огневая;5;мужской;1;;
Челябинская;Челябинск;Огневая;6;мужской;2;;
Челябинская;Челябинск;Огневая;июн.00;мужской;1;;
Челябинская;Челябинск;Огневая;6А;женский;13;;
Челябинская;Челябинск;Огневая;6А;мужской;11;;
Челябинская;Челябинск;Огневая;6Б;женский;9;;
Челябинская;Челябинск;Огневая;6Б;мужской;4;;
Челябинская;Челябинск;Односторонняя;10;мужской;1;;
Челябинская;Челябинск;Односторонняя;11;женский;1;;
Челябинская;Челябинск;Односторонняя;11;мужской;3;;
Челябинская;Челябинск;Односторонняя;12;мужской;1;;
Челябинская;Челябинск;Односторонняя;13;мужской;3;;
Челябинская;Челябинск;Односторонняя;14;мужской;2;;
Челябинская;Челябинск;Односторонняя;2;женский;22;;
Челябинская;Челябинск;Односторонняя;2;мужской;15;;
Челябинская;Челябинск;Односторонняя;2А;женский;1;;
Челябинская;Челябинск;Односторонняя;2А;мужской;1;;
Челябинская;Челябинск;Односторонняя;8;женский;2;;
Челябинская;Челябинск;Односторонняя;8;мужской;4;;
Челябинская;Челябинск;Односторонняя;9;мужской;1;;
Челябинская;Челябинск;Озерный;1;женский;1;;
Челябинская;Челябинск;Озерный;10;мужской;1;;
Челябинская;Челябинск;Озерный;14А;женский;1;;
Челябинская;Челябинск;Озерный;14А;мужской;2;;
Челябинская;Челябинск;Озерный;2;мужской;1;;
Челябинская;Челябинск;Озерный;3;мужской;1;;
Челябинская;Челябинск;Озерный;3А;женский;2;;
Челябинская;Челябинск;Озерный;3А;мужской;1;;
Челябинская;Челябинск;Озерный;6;мужской;1;;
Челябинская;Челябинск;Озерный;6А;женский;1;;
Челябинская;Челябинск;Озерный;8А;женский;1;;
Челябинская;Челябинск;Озерный;8А;мужской;1;;
Челябинская;Челябинск;Окружная 1-я;131;мужской;1;;
Челябинская;Челябинск;Окружная 1-я;17;женский;2;;
Челябинская;Челябинск;Окружная 1-я;232;женский;1;;
Челябинская;Челябинск;Окружная 1-я;3;женский;79;;
Челябинская;Челябинск;Окружная 1-я;3;мужской;58;;
Челябинская;Челябинск;Окружная 1-я;5;женский;118;;
Челябинская;Челябинск;Окружная 1-я;5;мужской;71;;
Челябинская;Челябинск;Окружная 1-я;5А;мужской;2;;
Челябинская;Челябинск;Окружная 1-я;5Б;женский;1;;
Челябинская;Челябинск;Окружная 1-я;83;мужской;1;;
Челябинская;Челябинск;Окружная 2-я;1;женский;17;;
Челябинская;Челябинск;Окружная 2-я;1;мужской;16;;
Челябинская;Челябинск;Окружная 2-я;19;женский;1;;
Челябинская;Челябинск;Окружная 2-я;3;женский;36;;
Челябинская;Челябинск;Окружная 2-я;3;мужской;12;;
Челябинская;Челябинск;Октябрьская;1;женский;287;;
Челябинская;Челябинск;Октябрьская;1;мужской;225;;
Челябинская;Челябинск;Октябрьская;10;женский;2;;
Челябинская;Челябинск;Октябрьская;10;мужской;1;;
Челябинская;Челябинск;Октябрьская;11;женский;224;;
Челябинская;Челябинск;Октябрьская;11;мужской;134;;
Челябинская;Челябинск;Октябрьская;11А;женский;1;;
Челябинская;Челябинск;Октябрьская;12;женский;2;;
Челябинская;Челябинск;Октябрьская;12;мужской;1;;
Челябинская;Челябинск;Октябрьская;13;женский;2;;
Челябинская;Челябинск;Октябрьская;13;мужской;2;;
Челябинская;Челябинск;Октябрьская;13А;женский;1;;
Челябинская;Челябинск;Октябрьская;14;женский;3;;
Челябинская;Челябинск;Октябрьская;15;женский;4;;
Челябинская;Челябинск;Октябрьская;15;мужской;3;;
Челябинская;Челябинск;Октябрьская;15А;женский;1;;
Челябинская;Челябинск;Октябрьская;15А;мужской;2;;
Челябинская;Челябинск;Октябрьская;16;женский;4;;
Челябинская;Челябинск;Октябрьская;16;мужской;2;;
Челябинская;Челябинск;Октябрьская;17;женский;2;;
Челябинская;Челябинск;Октябрьская;17;мужской;3;;
Челябинская;Челябинск;Октябрьская;17А;женский;6;;
Челябинская;Челябинск;Октябрьская;17А;мужской;3;;
Челябинская;Челябинск;Октябрьская;18;женский;2;;
Челябинская;Челябинск;Октябрьская;18;мужской;2;;
Челябинская;Челябинск;Октябрьская;19;женский;4;;
Челябинская;Челябинск;Октябрьская;19;мужской;5;;
Челябинская;Челябинск;Октябрьская;1А;женский;1;;
Челябинская;Челябинск;Октябрьская;2;женский;7;;
Челябинская;Челябинск;Октябрьская;2;мужской;8;;
Челябинская;Челябинск;Октябрьская;20;женский;2;;
Челябинская;Челябинск;Октябрьская;20;мужской;1;;
Челябинская;Челябинск;Октябрьская;21;женский;4;;
Челябинская;Челябинск;Октябрьская;21;мужской;1;;
Челябинская;Челябинск;Октябрьская;23;мужской;2;;
Челябинская;Челябинск;Октябрьская;24;мужской;2;;
Челябинская;Челябинск;Октябрьская;25;женский;1;;
Челябинская;Челябинск;Октябрьская;25;мужской;2;;
Челябинская;Челябинск;Октябрьская;26;женский;1;;
Челябинская;Челябинск;Октябрьская;26;мужской;2;;
Челябинская;Челябинск;Октябрьская;26А;женский;1;;
Челябинская;Челябинск;Октябрьская;26А;мужской;1;;
Челябинская;Челябинск;Октябрьская;28;женский;2;;
Челябинская;Челябинск;Октябрьская;29;мужской;2;;
Челябинская;Челябинск;Октябрьская;3;женский;1;;
Челябинская;Челябинск;Октябрьская;30;мужской;1;;
Челябинская;Челябинск;Октябрьская;31;женский;1;;
Челябинская;Челябинск;Октябрьская;32;женский;2;;
Челябинская;Челябинск;Октябрьская;32;мужской;3;;
Челябинская;Челябинск;Октябрьская;34;женский;1;;
Челябинская;Челябинск;Октябрьская;34;мужской;2;;
Челябинская;Челябинск;Октябрьская;36;мужской;1;;
Челябинская;Челябинск;Октябрьская;38;мужской;1;;
Челябинская;Челябинск;Октябрьская;3А;мужской;3;;
Челябинская;Челябинск;Октябрьская;4;женский;1;;
